source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag
5853498713190525696,217.39232147200883,-62.67607511676666,768.0665391873573,0.049872905,8.984749
4472832130942575872,269.44850252543836,4.739420051112412,546.975939730948,0.040116355,8.1939745
3864972938605115520,164.10319030755974,7.002726940984864,415.17941567802137,0.06837086,11.038391
762815470562110464,165.83095967577933,35.948653032660104,392.75294543876464,0.03206665,6.551172
2947050466531873024,101.28662552099249,-16.720932526023173,374.48958852876103,0.2313347,8.524133
5140693571158946048,24.771674208211856,-17.947682860008488,373.8443122683992,0.50087124,10.817838
5140693571158739840,24.771554293454546,-17.948299887129313,367.71189618147696,0.74180114,10.507542
4075141768785646848,282.4587890175222,-23.83709744872712,336.0266016683708,0.031666122,9.126414
1926461164913660160,355.4800152581559,44.170375700747755,316.48118678226916,0.044448785,10.379277
5164707970261890560,53.22829341517546,-9.458168216292322,310.5772928005821,0.13549915,3.465752
6553614253923452800,346.5039166796005,-35.8471642082214,304.1353692001036,0.01999573,6.5220323
3796072592206250624,176.93768799004127,0.7991199702364985,296.3053079139394,0.030185517,9.601
1872046574983497216,316.753662752556,38.75607277205679,286.0053518616485,0.028940246,5.4506445
1872046609345556480,316.7484792940004,38.76386244649797,285.99494829578117,0.05989728,4.766713
2154880616774131840,280.6830708352289,59.638357907754816,283.8401180184389,0.021992655,7.854393
2154880616774131712,280.68308624583415,59.635145454818776,283.8377678450057,0.028684631,8.524704
385334230892516480,4.613226257557736,44.02478674398518,280.706821579123,0.020284552,7.218567
385334196532776576,4.625300681217554,44.02874451664357,280.6947310460246,0.027839076,9.686646
703790044252850688,127.45009240230564,26.77328596508202,279.2496391012477,0.06372576,12.167455
6412595290592307840,330.8724078795965,-56.79725466122902,274.8431415216296,0.09561499,4.322904
2452378776434477184,26.009055057160104,-15.933680200693857,273.80974511859966,0.17013045,3.3003998
4848140361962951552,54.00339387736301,-44.51436231604776,272.16154083178225,0.031645775,10.995456
6412596012146801152,331.07645259656397,-56.79381206688221,270.6580324694526,0.6895573,18.030664
2358524597030794112,18.13325425370941,-16.996154872479234,269.05730465038937,0.03366602,10.436525
3139847906307949696,111.85462844259372,5.209382701706996,264.12689775460655,0.04127979,8.576388
35227046884571776,43.26964247679057,16.86437381897744,260.98844068047276,0.09342672,12.263103
4810594479418041856,77.9599373502188,-45.0438126993602,254.19859326384577,0.016842743,8.063552
6583272171336048640,319.2950181380955,-38.872456400701786,251.9124222107058,0.03516071,5.984104
6439125097427143808,281.29804386226,-63.96056736658412,249.6651458904217,0.1330301,14.005345
5393446658454453632,162.05388771666577,-39.93962594730691,247.21558692230735,0.051197793,14.005882
4330690742322011520,247.57481416249274,-12.66785108081103,232.13898083974135,0.026823945,8.801877
2552928187080872832,12.296740250462333,5.376556608426358,231.7799995322092,0.018272836,12.299163
3902874650602495232,188.3144928018531,9.022091624851694,231.11849780261377,0.5118605,11.235116
2306965202564744064,1.3832841523481234,-37.36774402806293,230.09703402875448,0.036182754,7.6824937
76868614540049408,30.058987047653364,13.044071201123836,223.73208720990553,0.069856286,10.681062
3902874650601954816,188.3146767758809,9.021829208339808,223.47747382423316,0.46645853,11.240162
1637645127018395776,264.1040525731971,68.3334976375916,219.78977211974913,0.021020047,8.02864
5951824121022278144,262.1701639221161,-46.89910489864381,219.64625138839503,0.026228724,8.336431
3757613049856225792,162.05518399901217,-11.342803319735205,219.33021263059618,0.060230438,12.837447
5332606522595645952,176.45664661730092,-64.843052846102,215.67527344818546,0.018143972,11.423104
2079073928612821760,298.48192590176114,44.41290615922913,214.5745030256979,0.04759333,11.908311
2603090003484152064,343.3241110018443,-14.266689393516607,214.0379888743159,0.035619885,8.875059
5254061535106490112,161.08527551332452,-61.20263830459439,206.96977507456424,0.04479964,11.859422
2441630500517079808,1.6763504259443918,-7.5464753252597605,206.35003920573322,0.04744553,11.773832
4752399493622045696,43.77198593477078,-47.01672835622661,205.42508538452748,0.18571998,18.57293
823773494718931968,152.8329289582321,49.451988897100506,205.31478196510724,0.02237224,5.9611735
778947814402602752,166.34205974427476,43.53094856108456,203.8875927696954,0.033240344,7.912665
778947608243864320,166.35208967877313,43.52590762036144,203.83234385738783,0.050037432,12.257253
625453654702751872,154.89881370110675,19.869809905451323,201.40642101948626,0.0296157,8.204091
6562924609150908416,323.3912518776402,-49.01263039681064,201.3251983325545,0.023687575,7.739947
5955305209191546112,264.26088738973226,-44.323382243038424,199.6944012807481,0.031152742,9.602153
3195919254111315712,63.830787524383176,-7.672952135407352,199.6910732720413,0.05120331,9.54224
3195919528989223040,63.80795300602079,-7.6680778150199815,199.6080124181338,0.12083028,4.179894
3195919254111314816,63.82965602087436,-7.670903382610344,199.45161859738874,0.069206245,9.775309
1934263333784036736,341.7028254522359,44.3319533233193,197.95730094675557,0.021990642,9.005235
660597997697274752,134.5586915113887,19.76257888198771,196.2619260343735,0.19761291,12.48557
4468557611977674496,271.36591160903725,2.4941987580927343,195.85633153170514,0.25345382,5.5392184
4468557611984384512,271.364453818457,2.495224095912567,195.5673545594233,0.19638827,3.987364
660597997696173440,134.55918967906837,19.762959843487355,194.14430904826264,0.12283384,11.96628
1695191332232990720,226.70263614661923,70.46161913358111,193.9412326077981,0.6277344,20.199528
3316364602541746048,90.01597644159976,2.7063740799024933,192.01346218785218,0.03095804,9.901327
5278042880077383040,124.37351805519963,-61.91613022264878,191.83624032785028,0.41861156,20.009703
1129149723913123456,176.9394079814786,78.69329745305299,190.32514271529305,0.019362431,9.551337
5985290231327158144,235.1951774625917,-51.028101306904475,187.7289806878707,0.04963138,12.7359295
3187115498866675456,75.4868052125233,-6.948587409027854,186.04662779359126,0.027749853,10.649305
3741297293732404352,206.4405658448607,14.885052704598573,183.99619525468464,0.025324116,7.6105833
470826482637310848,67.81389197465391,58.969481205135885,181.2730074917688,0.02025858,12.33619
470826482637310080,67.80919062832808,58.967979971547436,181.24383901243414,0.049853016,9.702565
939072613334579328,103.70012922713916,33.266408018167255,179.06293491259635,0.027963677,8.863551
6882963066420161664,313.1361327596479,-16.974558468206272,177.93122142191174,0.03653056,10.081701
2091177593123254016,278.90744884954285,32.994787158699616,175.79296679952537,0.046801604,14.850962
3209938366665770752,82.86754111476276,-3.6865276019053095,175.31313655111924,0.020392798,7.1082892
6305165514134625024,224.97665286074593,-18.53775641089888,174.02530425165742,1.9005988,20.435377
2940856402123426176,92.64357908167638,-21.86782311323394,173.57398583239672,0.017049566,7.3134713
2261614264931057664,293.09759805108064,69.65345106254792,173.49391001786597,0.07480691,4.449041
3340477717172813568,85.547707594821,12.482359917793618,172.67623105398982,0.028589318,10.11378
6232511606838403968,224.37159427348143,-21.423140396261676,169.8842702825854,0.06534182,5.3640366
5918660719983560192,266.6334444727895,-57.32506180218072,169.8041953551915,0.046469025,9.592273
6663600360560306560,290.20411626707914,-45.57110617010142,169.23508466417934,0.05884779,10.752913
2739689239311660672,357.3066038231343,2.3969179441959985,169.21632962255026,0.028058065,8.152917
4293318823182081408,289.2276515036191,5.162976302668586,169.06150528157374,0.023926072,8.099911
6002807341299977216,233.0469274248337,-41.28017408697192,168.9965073189456,0.027027713,8.2741785
4293315765165489536,289.2373736967538,5.14437331543419,168.95370741857366,0.0668329,14.3032875
425040000962559616,12.285227381524425,57.81272812559009,168.83216034019418,0.1663396,3.3200667
425040000962497792,12.281184764215306,57.815739188554126,168.71856118825883,0.021581342,6.762044
4109030160308317312,258.83511696459266,-26.60789783205067,168.13027793748972,0.10807573,4.828591
4109030160308320128,258.83412017812816,-26.606806615399403,168.00307885629599,0.13433942,4.831335
4109034455276324608,259.05329410009625,-26.551146094884785,167.9616795430231,0.031054644,5.889863
3136952686035250688,116.1658359308822,3.5504844454883244,166.97689652666736,0.034340866,9.692206
6697578465310949376,302.8022690433109,-36.10821653736984,166.3272042796776,0.106505066,5.033037
4847957293278177024,50.00034361894219,-43.06655252783423,165.5242095575573,0.07836173,4.063915
946632924007399936,107.50514340448903,38.52526941964586,165.2146994337292,0.06364261,9.934659
6427464123776727168,302.19503988923026,-66.18709128441725,163.9544145383167,0.12218077,3.3641381
2572901021957789568,24.24124978791965,9.563070454755835,163.44784569658697,0.4628947,19.461197
6673000841376349696,303.4773905559996,-45.16473054247641,162.2171000791857,0.022484917,7.2426615
1638979384378696704,267.01612290514834,70.88157381434476,160.99524492008814,0.011894624,13.778201
6324325225803432320,218.56843175696892,-12.516923853592898,159.9225477824956,0.054619387,9.894982
2824770686019004032,352.9716753030632,19.937313746866927,159.90846046252173,0.051349618,10.828941
2824770686019003904,352.97012375450475,19.93699282660293,159.66339203721853,0.03412789,9.043998
6322070093095493504,229.85630133329227,-7.722707024157902,158.71827296463243,0.030101538,9.421787
1022456139210632064,138.5835616152243,52.68408016691263,157.88793077923938,0.019652834,6.976026
1022456104850892928,138.5913117966687,52.68342944184038,157.8824911260602,0.021135049,7.054455
685103912857072640,135.09564332221345,21.8320625969277,157.26857654561297,0.053540938,13.413064
1267906854386665088,225.8321422585927,25.424644489819656,155.77582970512213,0.7557141,20.274647
4860376345833699840,54.898570206777336,-35.42759363988114,155.59821311519502,0.052201733,15.439572
3022956969731332096,88.79209555773647,-4.1789270915525885,155.23734721807887,0.01745606,14.236672
3907283967108054528,184.74174734459442,11.126952372027485,154.69993660722557,0.044472538,11.926109
1428427236986209024,246.35588833281682,54.30333866560462,154.35026839246862,0.01610215,9.139769
4339417394313320192,253.89324627148858,-8.398523023114832,153.96586519953095,0.057011306,13.813289
4339465360510320128,253.85142032580904,-8.32657626383978,153.87539543012036,0.047417864,10.444497
5243594081269535872,145.69216012443803,-68.87998537875298,153.75934537322692,0.02489855,11.133258
2009481748875806976,348.33773395483047,57.16966644274312,152.86400389732427,0.049440492,5.2318964
6153483658836320384,189.70080543573764,-38.387409124376816,150.07810926426842,0.032217305,11.226226
3988987164339438208,165.0156786023955,22.831702302659366,148.19855031056267,0.02533127,8.977005
1237090738916392832,222.8466426652314,19.101104107947574,148.17931678941665,0.054625016,6.4300914
1237090738916392704,222.8480514738455,19.100269640072455,148.06949945238355,0.13173045,4.4804826
3098328182579892096,122.99468256110134,8.750401522062495,147.72184850183513,0.094956644,11.397289
1784473016438653056,322.40807988216517,17.64497780267456,147.4957775212429,0.025748886,9.108492
2019802555283940608,292.17175325969595,23.935004798378436,146.4067299939191,1.2000669,20.63769
5153091836072107136,45.462424511757,-16.59453280551054,145.69218853775283,0.024446325,10.058402
2828928008202069376,344.1402217312129,16.55216937227734,145.62341010499722,0.025450103,7.795021
3864615459886222464,162.7129640681676,6.804489538122279,143.53906190611502,0.028598778,10.290781
3855208897392952192,157.22878342623204,0.8377468877660948,142.09514314210975,0.021169754,8.675959
2195886971653527168,313.3324563031005,62.150957701503515,142.054284613815,0.016025284,7.756715
1952802469918554368,326.5928819418585,38.21751708114409,141.89460573855888,0.021211391,10.830858
6224387727748521344,224.1569594505724,-28.167254151481732,141.7891196305653,0.061730128,14.061078
4780100658292046592,62.61100025779547,-53.61299677064624,140.69606047638192,0.021376973,11.902864
2640434056928150400,353.7970694377148,-2.3927993943668993,139.33889353237683,0.04413923,12.623748
18565464288396416,39.07167733324421,6.8780898981735605,138.4370910355932,0.041985847,10.333128
19316224572460416,39.02838450657828,6.8933391075785275,138.34000380964673,0.31773403,5.4983196
5753687109122994048,128.9248121022928,-8.321818266749508,138.31472927732594,0.21448307,
2595284016771502080,335.78059284429975,-17.610507570693272,138.2280013262178,0.048167944,11.550707
5975663354131618304,259.75125274377365,-34.997795092684065,138.0662741149332,0.028331729,9.386162
3426333598021539840,91.91027346627297,24.497694088057266,138.0615808560256,0.5184914,19.520273
