Planet Name,X,Y,Z,Orbital Period,Planet Radius,Planet Mass,Semi-Major Axis,Eccentricity,Insolation Flux,Equilibrium Temperature,Star Temperature,Star Radius
11 Com b,-10.17634410867505,-0.9223197518774252,3.279331126924298,,,5434.7,0,0,,,,
11 UMi b,-1.6239820612648839,-1.8863608590719165,7.581350989129477,516.21997,,4684.8142,0,0,,,4213.0,29.79
14 And b,10.18677718858693,-1.282527242861239,8.384419271421299,186.76,,1131.1513,0,0,,,4888.0,11.55
14 Her b,-18.51627681532655,-35.724726008223826,38.609060774707686,1773.4,,1474.67,0,0,,,,
16 Cyg B b,12.932869299862746,-27.156220612365466,36.51004166399395,799.45,,556.83537,0,0,,,5711.97,1.16
17 Sco b,-3.499617442400651,-7.007530844978745,-1.6417503986061022,578.38,,1373.01872,0,0,,,4157.0,25.92
18 Del b,9.048852189830196,-9.17357805018293,2.467165057370806,993.3,,3273.5,0,0,,,4979.0,8.5
1RXS J160929.1-210524 b,-3.109395026565703,-5.941720095578327,-2.585418939682551,,,4000.0,0,0,,1700.0,4060.0,
24 Boo b,-5.354457858461502,-4.0577075066560715,7.962581968051307,30.3506,,289.2253,0,0,,,4893.0,10.64
24 Sex b,-12.661407797744715,5.672080862793927,-0.218529113617961,452.8,,632.46,0,0,,,5098.0,4.9
24 Sex c,-12.661407797744715,5.672080862793927,-0.218529113617961,883.0,,273.32,0,0,,,5098.0,4.9
2M0437 b,2.449922214455446,6.497435371980431,3.515309017522339,,,1271.31363,0,0,,1450.0,3100.0,0.84
2MASS J01033563-5515561 AB b,inf,inf,-inf,,,4131.79,0,0,,,,
2MASS J01225093-2439505 b,25.127867734242468,9.50144628607936,-12.33607203632845,,11.209,,0,0,,1600.0,3309.0,0.37
2MASS J02192210-3925225 b,inf,inf,-inf,,16.141,4417.837,0,0,,,3064.0,0.28
2MASS J0249-0557 c,11.102810105580089,10.1685629104567,-1.5717824725382885,,,3686.80952,0,0,,,,
2MASS J03590986+2009361 b,4.022036972431281,6.908083677684968,2.9347513800840304,,,5720.91133,0,0,,2369.0,,
2MASS J04414489+2301513 b,inf,inf,inf,,,2383.6,0,0,,,,
2MASS J11011926-7732383 b,-inf,inf,-inf,,,8899.1954,0,0,,2677.0,,
2MASS J11550485-7919108 b,-1.8370152745290653,0.039469111554110925,-9.742784762125755,,,6356.56814,0,0,,2506.0,,
2MASS J12073346-3932539 b,-11.984006144879022,-0.39526611766705233,-9.90126192514036,,,1589.15,0,0,,1250.0,,
2MASS J19383260+4603591 b,0.7297444597421167,-1.5912639003440037,1.8170232223661262,406.0,,591.16084,0,0,,,29564.0,0.2
2MASS J21252752-8138278 b,3.3285154212492234,-2.660325925135369,-29.000916190298106,,,3813.94088,0,0,,1616.0,,
2MASS J22362452+4751425 b,9.009004737502224,-3.4397372040024488,10.658155625651629,,,3972.875,0,0,,,4045.0,
30 Ari B b,15.762880655467843,12.874810816607765,9.33879412726943,335.1,,3140.03,0,0,,,6300.0,1.13
4 UMa b,-3.7948777163413605,4.514102881920105,12.269065340091679,270.27,,2511.48007,0,0,,,4415.0,18.11
42 Dra b,0.5163865009046859,-4.534021320538988,10.042737388325538,479.1,,1233.13,0,0,,,4200.0,22.03
47 UMa b,-53.258327663474624,14.405345952950128,47.00581325585547,1076.6,,778.6835,0,0,,,5882.0,
47 UMa c,-53.258327663474624,14.405345952950128,47.00581325585547,2391.0,,171.621,0,0,,,5872.0,1.21
47 UMa d,-53.258327663474624,14.405345952950128,47.00581325585547,14002.0,,521.22,0,0,,,5872.0,1.21
51 Eri b,11.812202980497597,31.42709316209535,-1.4504904306354274,14965.0,,,0,0,,,7295.0,1.49
51 Peg b,58.237342802206925,-16.295729458458485,22.93470736566928,4.23077,,148.738,0,0,,,,
55 Cnc b,-47.82993354860837,51.028505656267065,37.70579833225268,14.65162,,261.881,0,0,,,5250.0,0.96
55 Cnc c,-47.82993354860837,51.028505656267065,37.70579833225268,44.3989,,51.2,0,0,,,5172.0,0.94
55 Cnc d,-47.82993354860837,51.028505656267065,37.70579833225268,4867.0,,1226.77,0,0,,,5250.0,0.96
55 Cnc e,-47.82993354860837,51.028505656267065,37.70579833225268,0.7365474,1.875,7.99,0,0,,,5172.0,0.94
55 Cnc f,-47.82993354860837,51.028505656267065,37.70579833225268,259.88,,47.8,0,0,,,5172.0,0.94
6 Lyn b,-1.292459935168895,9.564229459027713,15.542205944662191,899.0,,762.8,0,0,,,4978.0,5.2
61 Vir b,-105.17675173561086,-37.4444242003848,-36.95660483232908,4.21487,,5.11704,0,0,,,5585.57,1.03
61 Vir c,-105.17675173561086,-37.4444242003848,-36.95660483232908,38.0957,,16.1139,0,0,,,5585.57,1.03
61 Vir d,-105.17675173561086,-37.4444242003848,-36.95660483232908,123.01,,22.9,0,0,,,5577.0,0.96
7 CMa b,-7.595578778867144,47.04594866610697,-16.64769421862575,,,616.5,0,0,,,,5.2
7 CMa c,-7.595578778867144,47.04594866610697,-16.64769421862575,996.0,,276.5121,0,0,,,4826.0,4.87
70 Vir b,-50.26694612657019,-20.41792295126635,13.302639409868842,116.6884,,2380.45,0,0,,,5545.0,
75 Cet b,9.491911061210816,7.42634663904225,-0.217735796817205,696.62,,787.89662,0,0,,,4809.0,10.38
75 Cet c,9.491911061210816,7.42634663904225,-0.217735796817205,2051.62,,289.85951,0,0,,,4809.0,10.38
8 UMi b,-1.1488125307741488,-1.117237107486721,5.939495638710019,93.4,,416.3573,0,0,,,4847.0,10.3
81 Cet b,7.6151187973684,6.260552145567319,-0.5850579448064496,952.7,,1684.4,0,0,,,4785.0,11.0
91 Aqr b,22.012548337424022,-4.2889726391787795,-3.5872475485616,181.4,,1017.0,0,0,,,4665.0,11.0
AB Aur b,1.4693667074308157,5.1044617382780215,3.135236253351481,,,2860.45566,0,0,,,9770.0,
AB Pic b,-0.8853895754301504,10.535177314051149,-16.954857884719907,,,4290.5,0,0,,,,
AF Lep b,5.215572514539099,36.059462521425274,-7.6787751023243995,7520.0,,1664.46737,0,0,,1400.0,6100.0,1.25
AU Mic b,57.97006790573032,-66.00653344723781,-53.5020243747905,8.4630004,4.19,,0,0,,,,0.75
AU Mic c,57.97006790573032,-66.00653344723781,-53.5020243747905,18.85882,,14.2,0,0,,,3665.0,0.82
AU Mic d,57.97006790573032,-66.00653344723781,-53.5020243747905,12.73596,,1.053,0,0,,,3678.0,0.74
BD+03 2562 b,-0.9321033555918133,0.03964156245865856,0.04497756813545765,481.9,,2034.112,0,0,,,4095.0,32.35
BD+14 4559 b,14.657305451573457,-13.012907175531922,5.138164830476491,268.94,,467.19,0,0,,,5008.0,0.95
BD+15 2375 b,-1.2574965274422556,0.0773077955843545,0.32855491240990964,153.22,,337.21763,0,0,,,4649.0,8.95
BD+15 2940 b,-1.1263839924184178,-1.9584969067088716,0.6285459518981565,137.48,,352.78,0,0,,,4796.0,14.7
BD+20 2457 b,-0.549786216187397,0.2659335335372284,0.2209741806595435,379.63,,6807.63,0,0,,,4137.0,49.0
BD+20 2457 c,-0.549786216187397,0.2659335335372284,0.2209741806595435,621.99,,3963.17,0,0,,,4137.0,49.0
BD+20 274 b,0.6348800604305822,0.30855946240935783,0.27104052494874786,578.2,,1334.886,0,0,,,4296.0,17.3
BD+20 594 b,3.0915156633491145,4.201072605064875,1.9604574027085193,41.688644,2.355,,0,0,,,5703.0,0.96
BD+45 564 b,10.886144336423376,7.055249716656913,13.397866420387963,307.88,,432.24663,0,0,,,5004.0,
BD+48 738 b,0.5638801863513274,0.48518964228867556,0.8736622665318612,392.6,,289.2253,0,0,,,4414.0,11.0
BD+48 740 b,0.7467280845297743,0.6432527502385572,1.1309939914570484,733.0,,540.311,0,0,,,4534.0,10.33
BD+49 828 b,1.0223657555042531,1.04548718748027,1.7260945746206957,2590.0,,508.5,0,0,,,4943.0,7.6
BD+55 362 b,9.543946850336544,4.241989266121137,15.898709392059285,265.59,,228.83645,0,0,,,5012.0,
BD+60 1417 b,-10.917458038318237,-2.0999099538433597,19.267360911547897,,14.684,4767.4261,0,0,,1303.0,4993.0,0.8
BD+63 1405 b,0.2844004127708804,-11.654136254707426,23.556319778710968,1230.0,,3305.41543,0,0,,,5000.0,
BD-06 1339 b,1.497369558744854,49.042420541054256,-5.153797368103555,3.8728,,8.5,0,0,,,4324.0,
BD-06 1339 c,1.497369558744854,49.042420541054256,-5.153797368103555,125.94,,53.0,0,0,,,4324.0,
BD-08 2823 b,-20.704383650605187,11.858857755606207,-3.9999035873139834,5.6,,14.4,0,0,,,4746.0,
BD-08 2823 c,-20.704383650605187,11.858857755606207,-3.9999035873139834,237.6,,104.0,0,0,,,4746.0,
BD-10 3166 b,-11.221816921045889,3.0869739052143026,-2.2139684323224955,3.48777,,145.56,0,0,,,5393.0,
BD-11 4672 b,5.247409895445262,-35.669499978292066,-7.4250007736557935,1667.0,,168.44,0,0,,,4475.0,0.52
BD-11 4672 c,5.247409895445262,-35.669499978292066,-7.4250007736557935,74.2,,15.37,0,0,,,4550.0,0.64
BD-13 2130 b,-0.4315479518227064,0.9562858525398504,-0.2597680648986075,714.29999,,3108.3774,0,0,,,4545.0,19.17
BD-14 3065 b,-1.464238244796418,0.724636339818363,-0.4574640861594451,4.2889696,20.711,,0,0,646.76,1404.0,6736.9,2.61
BD-17 63 b,27.646655848341698,3.463836517089514,-8.109304208871123,655.57,,1639.99458,0,0,,,,
BD-210397 b,32.8344981414667,21.570219058667817,-15.234994119305673,1891.0,,214.0,0,0,0.02,,4051.0,0.75
BD-210397 c,32.8344981414667,21.570219058667817,-15.234994119305673,6240.0,,1525.57635,0,0,,,,
CD Cet b,76.9398227530451,86.51640580228181,9.671761839403246,2.2907,,3.95,0,0,8.6,464.0,3130.0,0.17
CFBDSIR J145829+101343 b,-inf,-inf,inf,10037.5,,3337.1,0,0,,370.0,580.5,
CFHTWIR-Oph 98 b,-inf,-inf,-inf,8040000.0,20.849,2479.06157,0,0,,1800.0,2320.0,0.24
CHXR 73 b,-1.0950923308358083,0.2604960188082207,-5.130790678910541,,,3994.486,0,0,,,,
CI Tau c,2.1409004393057463,5.425761709100911,2.456898936965202,25.2,,1144.18227,0,0,,,,
COCONUTS-2 b,-9.690482369278621,18.77423079829459,-89.39499710443272,402000000.0,12.442,2002.31896,0,0,,434.0,3406.0,0.39
CT Cha b,-1.1917100432539562,0.2962982772241513,-5.097461108049773,,24.66,5403.0,0,0,,2600.0,,
CoRoT-1 b,-0.2652186659661703,1.2392598133835673,-0.0686831828053463,1.5089557,16.7,327.35,0,0,,1898.0,5950.0,1.11
CoRoT-10 b,1.062026471767221,-2.757509004536879,0.038476881169475875,13.2406,10.873,867.6759,0,0,,,5075.0,0.79
CoRoT-11 b,0.28159306907265924,-1.4921020163364478,0.15792436066593638,2.994325,15.581,791.3967,0,0,,1715.0,,1.33
CoRoT-12 b,-0.16579383286570043,0.8719584268812722,-0.020086898941688098,2.828042,16.14,291.438,0,0,,1442.0,5675.0,1.12
CoRoT-13 b,-0.19090720848004186,0.8456668945875553,-0.07716643974649755,4.03515,,,0,0,,,5945.0,1.01
CoRoT-14 b,-0.1324521026077697,0.5549358318768844,-0.0552973909516966,1.51214,12.22,2415.4,0,0,,1952.0,6035.0,1.21
CoRoT-16 b,0.2012842775413882,-1.3428697079089442,-0.1427803839955824,5.35227,13.115,168.13207,0,0,,,5650.0,1.19
CoRoT-17 b,0.12774338847967562,-0.8348812370343356,-0.09790683993943763,3.7681,11.287,781.8618,0,0,,1610.0,5740.0,1.62
CoRoT-18 b,-0.18584710556040343,1.2941023190495529,-0.0007211537301154598,1.9000693,14.684,1099.6918,0,0,,,5440.0,1.0
CoRoT-19 b,-0.15487104974153487,1.2552378327275713,-0.003768715628488826,3.89713,13.339,346.4347,0,0,,1630.0,6090.0,1.58
CoRoT-2 b,1.7389461493591125,-4.352732084873098,0.1132164064564666,1.7429964,16.421,1051.973,0,0,,,,
CoRoT-20 b,-0.1591572066270223,1.1739999872978508,0.0046916292720084645,9.24318,11.209,1315.8162,0,0,,1024.0,,1.16
CoRoT-20 c,-0.1591572066270223,1.1739999872978508,0.0046916292720084645,1675.0,,5403.11,0,0,,,,
CoRoT-21 b,-inf,inf,-inf,2.72474,14.572,705.5826,0,0,,,6200.0,1.95
CoRoT-22 b,0.29340876735456795,-1.5577184724366824,0.17273465142354438,9.75598,4.88,12.2,0,0,,885.0,5939.0,1.14
CoRoT-23 b,0.15968409921899265,-0.9261434891568212,0.0716173000894069,3.6313,13.227,972.5598,0,0,,1710.0,5900.0,1.74
CoRoT-24 b,-0.3484951572822265,1.6505093344127237,-0.10965719656090307,5.1134,3.7,5.7,0,0,,1070.0,4950.0,0.86
CoRoT-24 c,-0.3484951572822265,1.6505093344127237,-0.10965719656090307,11.759,5.0,28.0,0,0,,850.0,4950.0,0.86
CoRoT-25 b,0.16608303818394962,-0.8849234223052437,0.10280467644291501,4.86069,12.11,85.81,0,0,,1330.0,6040.0,1.19
CoRoT-26 b,0.16083983730944176,-0.9359838664645534,0.11610044961887395,4.20474,14.12,165.26,0,0,,1600.0,5590.0,1.79
CoRoT-27 b,0.14555152067716123,-0.9743928514375579,0.09553047031754923,3.57532,11.287,3302.11,0,0,,1500.0,5900.0,1.08
CoRoT-28 b,0.1962261533173745,-1.2840940795760574,0.1267659345457752,5.20851,10.705,152.87623,0,0,,,5150.0,1.78
CoRoT-29 b,0.1906462937395493,-1.217154198525394,0.13992306713225988,2.85057,10.088,270.1555,0,0,,,5260.0,0.9
CoRoT-3 b,0.48844217240335436,-1.205586426611178,0.0027660200496624297,4.2567994,11.135,6747.5309,0,0,,,,1.54
CoRoT-30 b,0.12723559563965894,-0.9534370689081343,0.11531024706547824,9.06005,11.31,921.707,0,0,,,5650.0,0.91
CoRoT-31 b,-0.04177382389715848,0.4953214059524651,-0.03844280739111742,4.62941,16.365,266.9772,0,0,,,5700.0,2.15
CoRoT-35 b,0.294124013714731,-0.8392123610459682,-0.04309868332522726,3.22748,18.831,349.61125,0,0,,1747.0,6390.0,1.65
CoRoT-36 b,0.14450969810123368,-1.0616964361732855,0.13504377282286853,5.616531,15.805,216.12332,0,0,,1567.0,6730.0,1.52
CoRoT-4 b,-0.2907695787421726,1.3454738304605482,-0.016164466948592193,9.20205,13.34,228.83,0,0,,1074.0,6190.0,1.17
CoRoT-5 b,-0.2215784653689082,1.1111889721534007,0.01612258348307815,4.0379156,14.079,145.88397,0,0,,1397.0,,1.11
CoRoT-6 b,0.2956089501581207,-1.5105608804048276,0.17981404717278654,8.886593,13.07,937.5985,0,0,,,6090.0,1.02
CoRoT-7 b,-1.1883561371712201,6.138630833783338,-0.11601764942260114,0.8535,1.528,6.056,0,0,,,5250.0,
CoRoT-7 c,-1.1883561371712201,6.138630833783338,-0.11601764942260114,3.698,,8.4,0,0,,,5256.0,0.86
CoRoT-7 d,-1.1883561371712201,6.138630833783338,-0.11601764942260114,8.966,,17.142,0,0,,,5250.0,
CoRoT-8 b,1.1421826014832308,-2.886506248877351,0.07729239584010211,6.212381,6.389,69.28694,0,0,,,5080.0,0.77
CoRoT-9 b,0.4505212556350144,-2.3647093178882805,0.26168366231356743,95.272725,,,0,0,,,,
CoRoTID 223977153 b,-0.3029332516652204,1.6844467193045156,0.2789573443111128,6.71837,6.389,47.6745,0,0,132.26,938.0,5970.0,0.79
DE CVn b,-21.315978253356747,-8.49158848725353,23.386268570955597,4098.1,,3823.2733,0,0,,,,
DENIS-P J082303.1-491201 b,-inf,inf,-inf,246.36,,9057.77,0,0,,,,
DH Tau b,2.5468845153634736,6.12547707808244,3.3146633358415083,,,3496.0,0,0,,,,0.27
DMPP-1 b,0.8838100558760469,15.69077816761908,-2.9497129379728646,18.57,,24.27,0,0,,877.0,6196.0,1.26
DMPP-1 c,0.8838100558760469,15.69077816761908,-2.9497129379728646,6.584,,9.6,0,0,,1239.0,6196.0,1.26
DMPP-1 d,0.8838100558760469,15.69077816761908,-2.9497129379728646,2.882,,3.35,0,0,,1632.0,6196.0,1.26
DMPP-1 e,0.8838100558760469,15.69077816761908,-2.9497129379728646,5.516,,4.13,0,0,,1314.0,6196.0,1.26
DMPP-2 b,5.306506411774819,2.7515401243509943,-4.10191225979435,5.2072,,138.89171,0,0,,1000.0,6500.0,1.78
DMPP-3 A b,-0.18832934217223288,6.641039665788263,-21.087406504485543,6.6732,,2.58,0,0,,854.0,5138.0,0.91
DMPP-4 b,9.889751788026642,-22.65542909018441,30.784787341615235,3.4982,,12.2,0,0,,,6400.0,1.38
DP Leo b,-3.057973942661019,0.5769136648021783,1.008816460691669,8693.0,,1995.88832,0,0,,,,
DS Tuc A b,8.028966611562305,-0.7143815063995705,-21.21548968341704,8.13822218,6.176,,0,0,115.83,837.0,5414.0,0.95
EPIC 201170410.02,-inf,inf,-inf,6.7987,1.047,,0,0,,,3648.0,0.28
EPIC 201238110 b,-6.2680135159156,0.03217919944005763,-0.37123654749284524,28.1656,1.87,,0,0,,,,
EPIC 201427007 b,-1.4110170618250528,-0.11358058674904571,-0.013620859745544424,0.72091,1.5,,0,0,,,5633.0,0.94
EPIC 201497682 b,-3.8785741476034694,0.7583678300841364,0.03366516249019942,2.13174,0.692,,0,0,,,,
EPIC 201595106 b,-4.2968717128924006,-0.2793998024970574,0.14797186786767058,0.877183,1.406,,0,0,,,5705.0,0.93
EPIC 201615463 c,-2.086707302980145,-0.18946801332972152,0.0835101564819841,3.80464,1.22,,0,0,,,,
EPIC 201754305 d,-2.9650410737452724,0.25433841224505543,0.237212405958246,2.71578,1.03,,0,0,,,,
EPIC 201757695.02,-inf,inf,inf,2.0478,0.908,,0,0,,,4520.0,0.66
EPIC 201833600 c,-3.7982690339776766,0.7050884511407761,0.4052360533278456,3.96151,1.0,,0,0,,,,
EPIC 201841433 b,-2.2699270839249124,0.19034172058706936,0.2448366063858778,4.16888,1.41,,0,0,,,,0.63
EPIC 205950854 c,3.5084965212148163,-1.7791863068074856,-1.153456056773895,8.0468,1.18,,0,0,,,,
EPIC 206024342 b,2.2992157099104555,-1.2599761896196806,-0.65961600519714,4.50756,1.7,,0,0,,,,
EPIC 206024342 c,2.2992157099104555,-1.2599761896196806,-0.65961600519714,0.9116567,1.35,,0,0,,,5648.0,0.94
EPIC 206024342 d,2.2992157099104555,-1.2599761896196806,-0.65961600519714,14.6435,2.52,,0,0,,,,0.82
EPIC 206032309 b,5.696057020741486,-1.9346089886115805,-1.4888424172576802,2.87814,1.01,,0,0,,,,
EPIC 206042996 b,1.9877963592950794,-0.8228186743966516,-0.5208729478751322,5.2986,1.7,,0,0,,,4114.0,0.5
EPIC 206042996 c,1.9877963592950794,-0.8228186743966516,-0.5208729478751322,0.35490972,1.45,,0,0,,,3893.0,0.57
EPIC 206215704 b,8.140494152604264,-3.7795598888484228,-1.5034832867735624,2.25372,0.9,,0,0,,,,
EPIC 206317286 b,2.9130830141953514,-1.1996250218624052,-0.441218482178225,1.58252,0.96,,0,0,,,,
EPIC 206317286 c,2.9130830141953514,-1.1996250218624052,-0.441218482178225,17.501662,2.63,,0,0,,,4749.0,0.73
EPIC 211822797 b,-3.317852956139898,3.8970569503231713,1.6274958449249293,21.169619,2.2,,0,0,,,3880.0,0.59
EPIC 211945201 b,-3.7702738738018247,3.5685889480782227,1.8283614204079606,19.49221,5.76,,0,0,,817.0,6069.0,1.39
EPIC 212297394 b,-2.0260527501564316,-1.0415234467347363,-0.7230835951834438,2.28896,1.83,,0,0,,,,0.75
EPIC 212297394 c,-2.0260527501564316,-1.0415234467347363,-0.7230835951834438,5.213965,2.27,,0,0,,866.0,5171.0,0.8
EPIC 212424622 b,-1.464690957661144,-0.6016507682002992,-0.4053652615955301,18.0983,2.17,,0,0,,,,
EPIC 212499991 b,-3.181284964668116,-1.3169997519412548,-0.7781363667889319,34.885,1.6,,0,0,,,,
EPIC 212587672 b,-2.7707123421822364,-1.3182697890808095,-0.588788434525368,15.2841,1.12,,0,0,,,,
EPIC 212587672 c,-2.7707123421822364,-1.3182697890808095,-0.588788434525368,23.226001,2.245,,0,0,,,5928.0,0.95
EPIC 212624936 b,-1.50779595564178,-0.8930447239779133,-0.30974601292939,0.578657,1.2,,0,0,,,5765.0,0.93
EPIC 212624936 c,-1.50779595564178,-0.8930447239779133,-0.30974601292939,11.81387,2.67,,0,0,,,,0.95
EPIC 212737443 b,-2.690074716137342,-1.2101814072756474,-0.37881699332983726,13.603,,,0,0,,,4581.0,0.67
EPIC 212737443 c,-2.690074716137342,-1.2101814072756474,-0.37881699332983726,65.55,2.69,,0,0,,316.0,4684.0,0.67
EPIC 220492298 b,1.5230921528874195,0.4587321375196036,0.18373214960958315,0.762406,0.99,,0,0,,,5620.0,0.89
EPIC 220554210 c,1.940786671745891,0.46351167197883214,0.2802635554943258,0.70531,1.6,,0,0,,,5499.0,1.0
EPIC 220674823 b,3.911928542491305,0.9088966575286245,0.7657326024907622,0.571292,1.725,8.21,0,0,4670.0,2300.0,5532.0,0.99
EPIC 220674823 c,3.911928542491305,0.9088966575286245,0.7657326024907622,13.338687,2.8,,0,0,,,,0.97
EPIC 228836835 b,-6.540865086793144,-1.1033573364509004,-0.6088846230140357,0.728113,1.1,,0,0,,,3782.0,0.32
EPIC 229004835 b,-8.143745657489486,-0.9258529223764653,-0.20098677100689966,16.140442,2.06,,0,0,,,5870.0,0.98
EPIC 246851721 b,0.4950670574089026,2.5280064225294576,0.7522431297223773,6.180235,11.781,953.49,0,0,642.0,1401.0,6202.0,1.59
EPIC 248847494 b,-1.6598888857695628,0.6242722677962902,0.3718636242590081,3650.0,12.442,4131.79,0,0,0.19,183.0,4898.0,2.7
EPIC 249893012 b,-1.9848864346615713,-2.223739491074406,-0.89566171904984,3.5951,1.95,8.75,0,0,1037.0,1616.0,5430.0,1.71
EPIC 249893012 c,-1.9848864346615713,-2.223739491074406,-0.89566171904984,15.624,3.67,14.67,0,0,160.0,990.0,5430.0,1.71
EPIC 249893012 d,-1.9848864346615713,-2.223739491074406,-0.89566171904984,35.747,3.94,10.18,0,0,53.0,752.0,5430.0,1.71
FU Tau b,inf,inf,inf,,,5085.28,0,0,,2375.0,2838.0,
G 196-3 b,-25.613219198420925,14.145979248542117,35.35186118726022,,,8263.53858,0,0,,1670.0,,
G 264-012 b,20.55731669275147,-13.518039380311713,57.4153160364292,2.30538,,2.5,0,0,20.5,587.0,3326.0,0.3
G 264-012 c,20.55731669275147,-13.518039380311713,57.4153160364292,8.0518,,3.75,0,0,3.87,387.0,3326.0,0.3
G 9-40 b,-23.50950629849726,23.74136671708445,12.87566333672639,5.745912,,,0,0,,,3390.0,0.31
GJ 1002 b,204.3684002610802,5.981489354181553,-27.084913236469273,10.3465,,1.08,0,0,0.67,231.0,3024.0,0.14
GJ 1002 c,204.3684002610802,5.981489354181553,-27.084913236469273,21.202,,1.36,0,0,0.26,182.0,3024.0,0.14
GJ 1061 b,114.1104214955835,157.07824925806585,-190.8873895071116,3.204,,1.37,0,0,3.8,,2953.0,0.16
GJ 1061 c,114.1104214955835,157.07824925806585,-190.8873895071116,6.689,,1.74,0,0,1.4,,2953.0,0.16
GJ 1061 d,114.1104214955835,157.07824925806585,-190.8873895071116,13.031,,1.64,0,0,0.6,,2953.0,0.16
GJ 1132 b,-48.3370143751938,23.880120769179275,-58.130123233462015,1.6289322,1.215,,0,0,20.96,546.0,3202.0,0.23
GJ 1132 c,-48.3370143751938,23.880120769179275,-58.130123233462015,8.929,,2.64,0,0,,300.0,3270.0,0.21
GJ 1148 b,-66.45650041350767,5.308898328459745,61.63088662558153,41.397,,94.7094,0,0,,,3287.0,0.36
GJ 1148 c,-66.45650041350767,5.308898328459745,61.63088662558153,535.9,,82.63539,0,0,,,3357.57,0.37
GJ 1151 c,-82.59504529732915,3.2733416190344835,93.0145087100062,389.7,,10.62,0,0,,,3280.0,0.18
GJ 1214 b,-13.178662869128154,-66.74907404602094,5.9054724580720785,1.58040835,,,0,0,,,3074.0,0.21
GJ 1252 b,16.29335253464962,-21.67812649394044,-40.91308805114773,0.5182464,,,0,0,,,3458.0,0.39
GJ 1265 b,83.1142904215233,-41.56164462288354,-29.63354664811256,3.6511,,7.4,0,0,,,3236.0,0.19
GJ 143 b,16.926201599042965,21.47092943050368,-54.8367435259404,35.6134391,3.122,,0,0,10.86,505.0,4628.53,0.71
GJ 15 A b,201.19446751422885,16.232493956586143,195.0910041079095,11.4407,,3.03,0,0,,,3607.0,0.38
GJ 15 A c,201.19446751422885,16.232493956586143,195.0910041079095,7600.0,,36.0,0,0,,,3607.0,0.38
GJ 160.2 b,17.16477624881246,31.805824189802614,-13.769814058966668,5.2354,,10.2,0,0,,,4347.0,
GJ 163 b,18.3182425128138,34.924923693160245,-53.046728815709656,8.63182,,10.6,0,0,,,,
GJ 163 c,18.3182425128138,34.924923693160245,-53.046728815709656,25.63058,,6.8,0,0,,,,
GJ 163 d,18.3182425128138,34.924923693160245,-53.046728815709656,603.95116,,29.4,0,0,,,,
GJ 179 b,23.478424708502452,76.91231634052843,9.127043190095764,2288.0,,260.61,0,0,,,3370.0,0.38
GJ 180 b,22.703126334826713,76.44891671979902,-25.567988092164974,17.133,,6.49,0,0,,,,
GJ 180 c,22.703126334826713,76.44891671979902,-25.567988092164974,24.329,,6.4,0,0,,,3371.0,
GJ 180 d,22.703126334826713,76.44891671979902,-25.567988092164974,106.3,,7.56,0,0,,,,
GJ 2030 b,16.87947382236651,20.713811878502028,-3.6578814493952745,2.38129,,4.76743,0,0,,,,
GJ 2030 c,16.87947382236651,20.713811878502028,-3.6578814493952745,25533.11353,,4069.15709,0,0,,,,
GJ 2056 b,-9.865327748922896,30.327242685920297,-14.798187202852006,69.971,,16.2,0,0,,,,
GJ 229 A c,-7.436175107619761,161.0527985523694,-64.7063084713271,121.995,,7.268,0,0,,,,
GJ 229 b,-7.436175107619761,161.0527985523694,-64.7063084713271,471.0,,32.0,0,0,,,3564.0,
GJ 238 b,-5.0458433060173995,33.945361576792806,-56.057390737205445,1.7447031,0.592,,0,0,107.26,896.0,3445.0,0.43
GJ 251 b,-35.485745180544974,145.56561764461364,98.29345440976431,14.238,,4.0,0,0,2.53,351.0,3451.0,0.36
GJ 27.1 b,29.88088106198458,5.267730936681651,-29.56183394030498,15.819,,13.0,0,0,,,3542.0,
GJ 273 b,-62.59605253119108,156.0895850754932,15.381338516412372,18.6498,,2.89,0,0,1.06,,3382.0,0.29
GJ 273 c,-62.59605253119108,156.0895850754932,15.381338516412372,4.7234,,1.18,0,0,6.66,,3382.0,0.29
GJ 3021 b,10.011360312698649,0.7112011747921632,-56.069705428982424,133.71,,1071.04,0,0,,350.0,5540.0,0.9
GJ 3082 b,33.560872636595505,11.32268656255912,-48.64483088747707,11.949,,8.2,0,0,,,,
GJ 3090 b,28.585832572302245,10.652805398695856,-32.38913151032468,2.8531016,2.021,,0,0,23.04,610.0,3703.0,0.52
GJ 3138 b,28.48999388794246,18.009052609520996,-9.881007520520747,1.22003,,1.78,0,0,118.1,,3717.0,0.5
GJ 3138 c,28.48999388794246,18.009052609520996,-9.881007520520747,5.974,,4.18,0,0,13.9,,3717.0,0.5
GJ 3138 d,28.48999388794246,18.009052609520996,-9.881007520520747,257.8,,10.5,0,0,0.1,,3717.0,0.5
GJ 317 b,-39.000289686082006,46.077929980097345,-26.18930353319317,695.36,,588.93604,0,0,,,3492.73,0.43
GJ 317 c,-39.000289686082006,46.077929980097345,-26.18930353319317,10000.0,,635.66,0,0,,,3510.0,
GJ 3222 b,26.46177949322591,32.558015244455426,-35.29993792092789,10.66669,,11.44182,0,0,,,,
GJ 328 b,-33.69604344696036,35.16007419685722,1.3109695464818079,3771.0,,797.7493,0,0,,,3897.0,0.63
