Planet Name,X,Y,Z,Orbital Period,Planet Radius,Planet Mass,Semi-Major Axis,Eccentricity,Insolation Flux,Equilibrium Temperature,Star Temperature,Star Radius
11 Com b,-88.36495785761475,-8.00884336609817,28.475644468901386,,,5434.7,0,0,,,,
11 UMi b,-25.505211604415894,-29.625963254448497,119.06779381201297,516.21997,,4684.8142,0,0,,,4213.0,29.79
14 And b,57.97369156207769,-7.298956031050023,47.71634126965185,186.76,,1131.1513,0,0,,,4888.0,11.55
14 Her b,-5.954230683777855,-11.487906661216746,12.415414644607335,1773.4,,1474.67,0,0,,,,
16 Cyg B b,5.779530077610701,-12.135759682119696,16.31585992553967,799.45,,556.83537,0,0,,,5711.97,1.16
17 Sco b,-54.640409763216894,-109.41034644500002,-25.633063037663355,578.38,,1373.01872,0,0,,,4157.0,25.92
18 Del b,52.57196068038417,-53.296592146202606,14.333718980832383,993.3,,3273.5,0,0,,,4979.0,8.5
1RXS J160929.1-210524 b,-60.19337357234732,-115.02307500970464,-50.04995722567302,,,4000.0,0,0,,1700.0,4060.0,
24 Boo b,-49.332600262608494,-37.385159749107956,73.36221213644909,30.3506,,289.2253,0,0,,,4893.0,10.64
24 Sex b,-65.76278455147586,29.460533749249294,-1.1350304205226514,452.8,,632.46,0,0,,,5098.0,4.9
2M0437 b,40.44365463267619,107.26056143007777,58.03120727382231,,,1271.31363,0,0,,1450.0,3100.0,0.84
2MASS J01033563-5515561 AB b,,,,,,4131.79,0,0,,,,
2MASS J01225093-2439505 b,28.75483294795686,10.87288836481269,-14.116664986866242,,11.209,,0,0,,1600.0,3309.0,0.37
2MASS J02192210-3925225 b,,,,,16.141,4417.837,0,0,,,3064.0,0.28
2MASS J0249-0557 c,48.45372203907569,44.37657819190281,-6.859408591702856,,,3686.80952,0,0,,,,
2MASS J03590986+2009361 b,55.4678283289817,95.269238483515,40.47309531327895,,,5720.91133,0,0,,2369.0,,
2MASS J04414489+2301513 b,,,,,,2383.6,0,0,,,,
2MASS J11011926-7732383 b,,,,,,8899.1954,0,0,,2677.0,,
2MASS J11550485-7919108 b,-18.688219161797107,0.4015249176595635,-99.1147430320088,,,6356.56814,0,0,,2506.0,,
2MASS J12073346-3932539 b,-49.56008347843912,-1.6346304859121388,-40.946855468822925,,,1589.15,0,0,,1250.0,,
2MASS J19383260+4603591 b,114.62756956149552,-249.95422848682946,285.41628927231596,406.0,,591.16084,0,0,,,29564.0,0.2
2MASS J21252752-8138278 b,3.8739276795501567,-3.0962483070422064,-33.753021315354175,,,3813.94088,0,0,,1616.0,,
2MASS J22362452+4751425 b,43.608085014673456,-16.650047013057964,51.590799446276975,,,3972.875,0,0,,,4045.0,
30 Ari B b,31.43508768863432,25.6755612023398,18.623868232802064,335.1,,3140.03,0,0,,,6300.0,1.13
4 UMa b,-20.47873759730914,24.35997555547671,66.20897653224323,270.27,,2511.48007,0,0,,,4415.0,18.11
42 Dra b,4.2437873556140255,-37.26166798798509,82.5336097470812,479.1,,1233.13,0,0,,,4200.0,22.03
47 UMa b,-10.137665731731706,2.742042201244645,8.94750629886708,1076.6,,778.6835,0,0,,,5882.0,
51 Eri b,10.45980976044312,27.828967749874593,-1.2844220497090255,14965.0,,,0,0,,,7295.0,1.49
51 Peg b,13.921921575144374,-3.8955738125097237,5.482653945564871,4.23077,,148.738,0,0,,,,
55 Cnc b,-7.576013248701932,8.082650470765472,5.972402772161929,14.65162,,261.881,0,0,,,5250.0,0.96
6 Lyn b,-3.86148858152001,28.575093000655855,46.435521252040004,899.0,,762.8,0,0,,,4978.0,5.2
61 Vir b,-7.60495764806607,-2.707473424507093,-2.6722009372629936,4.21487,,5.11704,0,0,,,5585.57,1.03
7 CMa b,-2.9808094069804616,18.462715011846296,-6.533222151481009,,,616.5,0,0,,,,5.2
70 Vir b,-16.108011781575826,-6.542910775326758,4.26282256735223,116.6884,,2380.45,0,0,,,5545.0,
75 Cet b,65.32881158158216,51.112404782648625,-1.4985834520685377,696.62,,787.89662,0,0,,,4809.0,10.38
8 UMi b,-30.35524892891403,-29.52092669769689,156.94020024637686,93.4,,416.3573,0,0,,,4847.0,10.3
81 Cet b,78.08228767322355,64.19311984894247,-5.998942888148896,952.7,,1684.4,0,0,,,4785.0,11.0
91 Aqr b,42.67520189368186,-8.314928852751402,-6.954511173847864,181.4,,1017.0,0,0,,,4665.0,11.0
AB Aur b,38.62254507050732,134.17161458083845,82.41019950253472,,,2860.45566,0,0,,,9770.0,
AB Pic b,-2.2176815367188984,26.388009147363427,-42.46771854115029,,,4290.5,0,0,,,,
AF Lep b,3.7618162777044613,26.00847226267716,-5.538441099655257,7520.0,,1664.46737,0,0,,1400.0,6100.0,1.25
AU Mic b,5.479286089324933,-6.238886611451774,-5.05697006227821,8.4630004,4.19,,0,0,,,,0.75
BD+03 2562 b,-1068.4221635128981,45.439085347161104,51.55547436724249,481.9,,2034.112,0,0,,,4095.0,32.35
BD+14 4559 b,35.699624896860016,-31.69449572562997,12.514616531141327,268.94,,467.19,0,0,,,5008.0,0.95
BD+15 2375 b,-741.7885525085084,45.60333689412539,193.812283038132,153.22,,337.21763,0,0,,,4649.0,8.95
BD+15 2940 b,-204.81492535010807,-356.1213586538503,114.29103492560301,137.48,,352.78,0,0,,,4796.0,14.7
BD+20 2457 b,-1303.3819674987528,630.4504586697454,523.8650112979369,379.63,,6807.63,0,0,,,4137.0,49.0
BD+20 274 b,1110.4259863345524,539.6805896792436,474.05874118762983,578.2,,1334.886,0,0,,,4296.0,17.3
BD+20 594 b,99.56612794341711,135.3007967756295,63.138982247379566,41.688644,2.355,,0,0,,,5703.0,0.96
BD+45 564 b,31.30113638446779,20.286092741639276,38.52313832385099,307.88,,432.24663,0,0,,,5004.0,
BD+48 738 b,428.2670291915926,368.50155711631595,663.5465342832092,392.6,,289.2253,0,0,,,4414.0,11.0
BD+48 740 b,331.8018253426041,285.82350270139506,502.54688231429884,733.0,,540.311,0,0,,,4534.0,10.33
BD+49 828 b,199.7714236575565,204.2893775874317,337.28082996039495,2590.0,,508.5,0,0,,,4943.0,7.6
BD+55 362 b,26.37539724661704,11.723048521156123,43.9372497039103,265.59,,228.83645,0,0,,,5012.0,
BD+60 1417 b,-22.062971823684766,-4.243685112533585,38.93719943014589,,14.684,4767.4261,0,0,,1303.0,4993.0,0.8
BD+63 1405 b,0.41169719493117957,-16.870493114488447,34.100058721117826,1230.0,,3305.41543,0,0,,,5000.0,
BD-06 1339 b,0.6151982216666052,20.149207473118775,-2.1174512044608735,3.8728,,8.5,0,0,,,4324.0,
BD-08 2823 b,-35.37377259313833,20.261049280205306,-6.833899635934696,5.6,,14.4,0,0,,,4746.0,
BD-10 3166 b,-79.95011259157643,21.993222044665064,-15.773472930788301,3.48777,,145.56,0,0,,,5393.0,
BD-11 4672 b,3.8726867461585175,-26.32475879727551,-5.47978958367871,1667.0,,168.44,0,0,,,4475.0,0.52
BD-13 2130 b,-369.41408587559977,818.600719942497,-222.36690460210272,714.29999,,3108.3774,0,0,,,4545.0,19.17
BD-14 3065 b,-508.7048792496556,251.75277524489542,-158.9319316974611,4.2889696,20.711,,0,0,646.76,1404.0,6736.9,2.61
BD-17 63 b,32.83074321274115,4.113348386412626,-9.629898298582761,655.57,,1639.99458,0,0,,,,
BD-210397 b,18.493269638288936,12.148925666237822,-8.580757134528893,1891.0,,214.0,0,0,0.02,,4051.0,0.75
CD Cet b,5.699935283573475,6.409397583657284,0.7165134333579186,2.2907,,3.95,0,0,8.6,464.0,3130.0,0.17
CFBDSIR J145829+101343 b,,,,10037.5,,3337.1,0,0,,370.0,580.5,
CFHTWIR-Oph 98 b,,,,8040000.0,20.849,2479.06157,0,0,,1800.0,2320.0,0.24
CHXR 73 b,-39.68862084236593,9.440964410310917,-185.95144915443427,,,3994.486,0,0,,,,
CI Tau c,53.4440855263146,135.44528624629802,61.33247231209874,25.2,,1144.18227,0,0,,,,
COCONUTS-2 b,-1.1484549684327685,2.2250036496800307,-10.594532311734795,402000000.0,12.442,2002.31896,0,0,,434.0,3406.0,0.39
CT Cha b,-43.34740221178853,10.777588617467304,-185.41565388359763,,24.66,5403.0,0,0,,2600.0,,
CoRoT-1 b,-164.6479049157752,769.33322613856,-42.63856056530318,1.5089557,16.7,327.35,0,0,,1898.0,5950.0,1.11
CoRoT-10 b,121.60743141770764,-315.74880294173073,4.405798548691827,13.2406,10.873,867.6759,0,0,,,5075.0,0.79
CoRoT-11 b,120.8241156604565,-640.2213917861641,67.7611536446633,2.994325,15.581,791.3967,0,0,,1715.0,,1.33
CoRoT-12 b,-210.3441903889055,1106.261832451243,-25.48443704016237,2.828042,16.14,291.438,0,0,,1442.0,5675.0,1.12
CoRoT-13 b,-252.00517914444902,1116.3142500684899,-101.86279830438376,4.03515,,,0,0,,,5945.0,1.01
CoRoT-14 b,-403.1350818003198,1689.0188798293425,-168.30475157250387,1.51214,12.22,2415.4,0,0,,1952.0,6035.0,1.21
CoRoT-16 b,107.97350459494113,-720.3461211594126,-76.5906738257017,5.35227,13.115,168.13207,0,0,,,5650.0,1.19
CoRoT-17 b,176.70209655953713,-1154.8563625714276,-135.43044450844667,3.7681,11.287,781.8618,0,0,,1610.0,5740.0,1.62
CoRoT-18 b,-108.73081222747199,757.1212682135653,-0.4219147270541696,1.9000693,14.684,1099.6918,0,0,,,5440.0,1.0
CoRoT-19 b,-96.81732383965064,784.7093950082116,-2.3560049607199036,3.89713,13.339,346.4347,0,0,,1630.0,6090.0,1.58
CoRoT-2 b,79.10403099060616,-198.0042072392557,5.150173355441789,1.7429964,16.421,1051.973,0,0,,,,
CoRoT-20 b,-113.3897966313425,836.403343750948,3.3424995342458543,9.24318,11.209,1315.8162,0,0,,1024.0,,1.16
CoRoT-21 b,,,,2.72474,14.572,705.5826,0,0,,,6200.0,1.95
CoRoT-22 b,115.40563629188391,-612.6929781138252,67.94122935359027,9.75598,4.88,12.2,0,0,,885.0,5939.0,1.14
CoRoT-23 b,179.74957851086305,-1042.5202172961153,80.61653958107911,3.6313,13.227,972.5598,0,0,,1710.0,5900.0,1.74
CoRoT-24 b,-121.95146068404287,577.5748098596163,-38.37314526666267,5.1134,3.7,5.7,0,0,,1070.0,4950.0,0.86
CoRoT-25 b,202.23401927494098,-1077.5430314871273,125.1819761045277,4.86069,12.11,85.81,0,0,,1330.0,6040.0,1.19
CoRoT-26 b,175.70163649584967,-1022.4699292323951,126.82827424585201,4.20474,14.12,165.26,0,0,,1600.0,5590.0,1.79
CoRoT-27 b,148.55944159410637,-994.5293407406255,97.50467229453244,3.57532,11.287,3302.11,0,0,,1500.0,5900.0,1.08
CoRoT-28 b,115.19189256674649,-753.8099522385294,74.41621652595077,5.20851,10.705,152.87623,0,0,,,5150.0,1.78
CoRoT-29 b,124.00655685075763,-791.7022584335,91.01345449061539,2.85057,10.088,270.1555,0,0,,,5260.0,0.9
CoRoT-3 b,288.67364681901114,-712.5122480987452,1.63474232984775,4.2567994,11.135,6747.5309,0,0,,,,1.54
CoRoT-30 b,135.5693710232572,-1015.8860269589899,122.86292675106289,9.06005,11.31,921.707,0,0,,,5650.0,0.91
CoRoT-31 b,-168.0591504464442,1992.7142625784836,-154.6582272868475,4.62941,16.365,266.9772,0,0,,,5700.0,2.15
CoRoT-35 b,371.0670627952227,-1058.7509055850169,-54.373329228889645,3.22748,18.831,349.61125,0,0,,1747.0,6390.0,1.65
CoRoT-36 b,123.90235760161146,-910.2966321813655,115.78629013845396,5.616531,15.805,216.12332,0,0,,1567.0,6730.0,1.52
CoRoT-4 b,-153.4316611819742,709.9720877866873,-8.529575297293313,9.20205,13.34,228.83,0,0,,1074.0,6190.0,1.17
CoRoT-5 b,-172.55574346067328,865.346002356313,12.555572017332405,4.0379156,14.079,145.88397,0,0,,1397.0,,1.11
CoRoT-6 b,123.09285169122437,-629.004116156761,74.87535079299624,8.886593,13.07,937.5985,0,0,,,6090.0,1.02
CoRoT-7 b,-30.386181859291955,156.96435357031535,-2.966563039455908,0.8535,1.528,6.056,0,0,,,5250.0,
CoRoT-8 b,118.45327834286341,-299.35329753112455,8.015826599306513,6.212381,6.389,69.28694,0,0,,,5080.0,0.77
CoRoT-9 b,76.83751762147418,-403.3070395908384,44.63079768773493,95.272725,,,0,0,,,,
CoRoTID 223977153 b,-100.744476548852,560.1851301497369,92.77097009851785,6.71837,6.389,47.6745,0,0,132.26,938.0,5970.0,0.79
DE CVn b,-19.858455741551836,-7.910959194333023,21.787185831043548,4098.1,,3823.2733,0,0,,,,
DENIS-P J082303.1-491201 b,,,,246.36,,9057.77,0,0,,,,
DH Tau b,46.311131236263655,111.38226768296019,60.27199420476287,,,3496.0,0,0,,,,0.27
DMPP-1 b,3.4566708400598176,61.368226112900075,-11.536626712321517,18.57,,24.27,0,0,,877.0,6196.0,1.26
DMPP-2 b,100.96925146308375,52.35477452922553,-78.04890417538554,5.2072,,138.89171,0,0,,1000.0,6500.0,1.78
DMPP-3 A b,-0.3852752979039376,13.585926155301365,-43.13962301003016,6.6732,,2.58,0,0,,854.0,5138.0,0.91
DMPP-4 b,6.3445511675856405,-14.534088637118781,19.749298330073966,3.4982,,12.2,0,0,,,6400.0,1.38
DP Leo b,-285.7453657553341,53.908375038244266,94.26654181673554,8693.0,,1995.88832,0,0,,,,
DS Tuc A b,15.588057774416857,-1.3869555988307443,-41.18939521076164,8.13822218,6.176,,0,0,115.83,837.0,5414.0,0.95
EPIC 201170410.02,,,,6.7987,1.047,,0,0,,,3648.0,0.28
EPIC 201238110 b,-158.97831628967475,0.8161748428812565,-9.415831844610066,28.1656,1.87,,0,0,,,,
EPIC 201427007 b,-704.0809271772285,-56.67537763446049,-6.796648898199476,0.72091,1.5,,0,0,,,5633.0,0.94
EPIC 201497682 b,-248.3146817573525,48.55234403568474,2.155316307470546,2.13174,0.692,,0,0,,,,
EPIC 201595106 b,-231.4742408909159,-15.051381914435508,7.9713051904972385,0.877183,1.406,,0,0,,,5705.0,0.93
EPIC 201615463 c,-474.5515501805709,-43.088141449854284,18.991582651649292,3.80464,1.22,,0,0,,,,
EPIC 201754305 d,-332.68618067185247,28.537505168881143,26.615917750692734,2.71578,1.03,,0,0,,,,
EPIC 201757695.02,,,,2.0478,0.908,,0,0,,,4520.0,0.66
EPIC 201833600 c,-251.73749028726596,46.731075532802215,26.85778867323596,3.96151,1.0,,0,0,,,,
EPIC 201841433 b,-432.4705352068907,36.264242299869984,46.64670462403363,4.16888,1.41,,0,0,,,,0.63
EPIC 205950854 c,208.77057420079018,-105.86920768950067,-68.63557704332159,8.0468,1.18,,0,0,,,,
EPIC 206024342 b,314.5721005300659,-172.38632933747994,-90.2467704112009,4.50756,1.7,,0,0,,,,
EPIC 206032309 b,148.3177104734844,-50.374631926514816,-38.76746629806767,2.87814,1.01,,0,0,,,,
EPIC 206042996 b,405.6997538732901,-167.9333660734986,-106.30768376451532,5.2986,1.7,,0,0,,,4114.0,0.5
EPIC 206215704 b,98.29949958495008,-45.63959371020394,-18.155120801468357,2.25372,0.9,,0,0,,,,
EPIC 206317286 b,287.8589853667943,-118.54205318941627,-43.59941134049112,1.58252,0.96,,0,0,,,,
EPIC 211822797 b,-115.02771516920905,135.1083254158111,56.424178818008585,21.169619,2.2,,0,0,,,3880.0,0.59
EPIC 211945201 b,-124.4614764152111,117.8036036806398,60.35650709244695,19.49221,5.76,,0,0,,817.0,6069.0,1.39
EPIC 212297394 b,-354.6693999723693,-182.32323708355656,-126.57894756875145,2.28896,1.83,,0,0,,,,0.75
EPIC 212424622 b,-548.2398810942966,-225.20037001193447,-151.72989336383029,18.0983,2.17,,0,0,,,,
EPIC 212499991 b,-255.308375195471,-105.69347623218597,-62.44795222427197,34.885,1.6,,0,0,,,,
EPIC 212587672 b,-283.8450853288812,-135.04989134794766,-60.31831630232775,15.2841,1.12,,0,0,,,,
EPIC 212624936 b,-476.1079852660778,-281.99155376076624,-97.8067022982841,0.578657,1.2,,0,0,,,5765.0,0.93
EPIC 212737443 b,-304.15077583502216,-136.82802626855175,-42.8305882099068,13.603,,,0,0,,,4581.0,0.67
EPIC 220492298 b,594.0291487236445,178.91252385901436,71.6583380846906,0.762406,0.99,,0,0,,,5620.0,0.89
EPIC 220554210 c,478.0211361820302,114.16420944071898,69.02969047458203,0.70531,1.6,,0,0,,,5499.0,1.0
EPIC 220674823 b,234.02826191404205,54.37407731518632,45.80939250431809,0.571292,1.725,8.21,0,0,4670.0,2300.0,5532.0,0.99
EPIC 228836835 b,-147.412885206416,-24.866601928283632,-13.722563888001888,0.728113,1.1,,0,0,,,3782.0,0.32
EPIC 229004835 b,-121.15389207069124,-13.773844340014882,-2.9900650863049245,16.140442,2.06,,0,0,,,5870.0,0.98
EPIC 246851721 b,68.74234190506806,351.02533936567863,104.45242446500181,6.180235,11.781,953.49,0,0,642.0,1401.0,6202.0,1.59
EPIC 248847494 b,-505.5658976458374,190.13969678910743,113.26153733066172,3650.0,12.442,4131.79,0,0,0.19,183.0,4898.0,2.7
EPIC 249893012 b,-204.90204896072447,-229.55911739792504,-92.46016205470623,3.5951,1.95,8.75,0,0,1037.0,1616.0,5430.0,1.71
FU Tau b,,,,,,5085.28,0,0,,2375.0,2838.0,
G 196-3 b,-12.162600995403205,6.717308744223708,16.787057446181347,,,8263.53858,0,0,,1670.0,,
G 264-012 b,5.268595245694542,-3.4645123716625186,14.714861166984969,2.30538,,2.5,0,0,20.5,587.0,3326.0,0.3
G 9-40 b,-18.33625922687496,18.51709895552287,10.04238445769812,5.745912,,,0,0,,,3390.0,0.31
GJ 1002 b,4.804619499916755,0.1406224267202338,-0.6367554970496878,10.3465,,1.08,0,0,0.67,231.0,3024.0,0.14
GJ 1061 b,1.5392711839455475,2.1188776584872655,-2.574939731146807,3.204,,1.37,0,0,3.8,,2953.0,0.16
GJ 1132 b,-7.68982777707051,3.799035136619295,-9.247791616906538,1.6289322,1.215,,0,0,20.96,546.0,3202.0,0.23
GJ 1148 b,-8.062157354754289,0.6440479627743818,7.47673896152778,41.397,,94.7094,0,0,,,3287.0,0.36
GJ 1151 c,-5.334096560353229,0.2113967031327183,6.006999199370054,389.7,,10.62,0,0,,,3280.0,0.18
GJ 1214 b,-2.8256194897193243,-14.311579742052583,1.266184455831145,1.58040835,,,0,0,,,3074.0,0.21
GJ 1252 b,6.762704711521615,-8.997704300926744,-16.981350691209688,0.5182464,,,0,0,,,3458.0,0.39
GJ 1265 b,8.736455264259707,-4.368700582238903,-3.1148933991927077,3.6511,,7.4,0,0,,,3236.0,0.19
GJ 143 b,4.508165156772941,5.718618874750984,-14.605349878883429,35.6134391,3.122,,0,0,10.86,505.0,4628.53,0.71
GJ 15 A b,2.55312535988549,0.20598773160508035,2.4756733931473636,11.4407,,3.03,0,0,,,3607.0,0.38
GJ 160.2 b,11.474948542518424,21.262741246372094,-9.205357848904148,5.2354,,10.2,0,0,,,4347.0,
GJ 163 b,4.192523865669934,7.9933201008694414,-12.140885043967122,8.63182,,10.6,0,0,,,,
GJ 179 b,3.584468380367655,11.742259943173302,1.3934324013357082,2288.0,,260.61,0,0,,,3370.0,0.38
GJ 180 b,3.2370189381320467,10.900110741226598,-3.6454918341934337,17.133,,6.49,0,0,,,,
GJ 2030 b,23.206532062652666,28.47812346266723,-5.028992255925233,2.38129,,4.76743,0,0,,,,
GJ 2056 b,-7.98131654784841,24.535558276427025,-11.972133050843297,69.971,,16.2,0,0,,,,
GJ 229 A c,-0.246392448968213,5.336371571971281,-2.1439981680375118,121.995,,7.268,0,0,,,,
GJ 238 b,-1.167970844504446,7.85739671713039,-12.975709713769653,1.7447031,0.592,,0,0,107.26,896.0,3445.0,0.43
GJ 251 b,-1.1051240996910814,4.5333153165309765,3.06112961014192,14.238,,4.0,0,0,2.53,351.0,3451.0,0.36
GJ 27.1 b,16.65120100593798,2.9354571737671002,-16.47341114283345,15.819,,13.0,0,0,,,3542.0,
GJ 273 b,-2.1949040886166413,5.473215236726943,0.5393401250222216,18.6498,,2.89,0,0,1.06,,3382.0,0.29
GJ 3021 b,3.0855976058145758,0.2191990472471239,-17.281222873473894,133.71,,1071.04,0,0,,350.0,5540.0,0.9
GJ 3082 b,9.268770184530307,3.1270754117815462,-13.434625584488511,11.949,,8.2,0,0,,,,
GJ 3090 b,14.439565037832802,5.381052869486414,-16.36072588682998,2.8531016,2.021,,0,0,23.04,610.0,3703.0,0.52
GJ 3138 b,23.094251992255344,14.598304258748234,-8.009635892300167,1.22003,,1.78,0,0,118.1,,3717.0,0.5
GJ 317 b,-9.00683338025469,10.64136295341123,-6.048229261039708,695.36,,588.93604,0,0,,,3492.73,0.43
GJ 3222 b,8.80200407168321,10.829800120622377,-11.741848177281963,10.66669,,11.44182,0,0,,,,
GJ 328 b,-14.197535005540846,14.814391636010434,0.552365622885985,3771.0,,797.7493,0,0,,,3897.0,0.63
GJ 3293 b,7.0962382617400115,16.838852033571793,-8.58747220164888,30.6,,25.72,0,0,,,3466.0,0.4
GJ 3323 b,1.3370508282071283,5.165113336037841,-0.6502340611461962,5.3636,,2.02,0,0,2.58,,3159.0,0.12
GJ 3341 b,3.869291096563944,19.808195054157295,-12.268706374614622,14.207,,6.6,0,0,,,3526.0,0.44
GJ 338 B b,-2.8792372740033723,2.5391329698681666,5.036279642247648,24.45,,10.27,0,0,,391.0,4005.0,0.58
GJ 3470 b,-14.08589469335714,24.62175575647767,7.808680561785836,3.3366496,4.57,13.9,0,0,,594.0,3600.0,0.55
GJ 3473 b,-13.90336812089323,23.515300010261335,1.5929242550520106,1.19799956,1.211,,0,0,58.26,705.0,3332.0,0.35
GJ 3512 b,-3.1168790101646824,3.671183038113517,8.173046929607247,203.59,,147.15529,0,0,,,3081.0,0.14
GJ 357 b,-7.099650614767136,5.156785070810828,-3.485728755626178,3.93072,1.217,1.84,0,0,12.6,525.0,3505.0,0.34
GJ 3634 b,-16.818069740718627,4.6187812998998306,-10.539364208054492,2.64561,,8.4,0,0,,,,0.43
GJ 367 b,-5.450093170789409,3.659347746692934,-6.745610573950144,0.3219233,2.661,,0,0,469.44,1296.0,3518.0,0.46
GJ 3779 b,-11.699049439667386,-4.428529433005292,5.691258056811696,3.0232,,8.0,0,0,,,3324.0,0.28
GJ 3929 b,-6.524831525125145,-11.11133666505691,9.159970596813896,2.6162745,1.15,1.21,0,0,17.5,569.0,3369.0,0.32
GJ 393 b,-6.482750352407307,2.7212547978512585,0.10281932519927119,7.02679,,1.71,0,0,9.21,485.0,3579.0,0.43
GJ 3942 b,-4.747498167932253,-9.029071640188704,13.50992265528637,6.905,,7.14,0,0,,590.0,3867.0,0.61
GJ 3988 b,-1.5111581235400775,-5.994194699600522,7.746227551456249,6.9442,,3.69,0,0,2.45,348.0,3273.0,0.2
GJ 3998 b,-3.3975118180860235,-17.482023654834556,3.479863386366043,2.64977,,2.47,0,0,,,3722.0,0.49
GJ 411 b,-4.453735295261516,1.1241176406393494,3.3339167052093917,12.9394,,2.69,0,0,,,3719.0,0.37
GJ 414 A b,-10.017487069952914,2.1705237941438353,6.024469582658849,51.625,,10.23407,0,0,,,4205.93,0.67
GJ 422 b,-6.670653102183521,1.2989338784033582,-10.685001618149872,20.129,,11.07,0,0,,,,
GJ 4276 b,9.943036227571056,-4.360104904104159,18.367333672648744,13.352,,16.57,0,0,,,3387.0,0.41
GJ 433 b,-7.597454793152248,0.8170412365727673,-4.876204700107205,7.3697,,5.3,0,0,,,3472.0,
GJ 436 b,-8.686744474163058,0.6759527680585969,4.382768942124544,2.64389751,,,0,0,,,3350.0,0.46
GJ 463 b,-7.9967831294043545,-0.8043948091357872,16.502276137924405,3448.0,,1144.18227,0,0,,,3540.0,0.49
GJ 480 b,-13.74042029082895,-2.3520061855295604,2.8856400978997274,9.567,,13.2,0,0,,,,
GJ 486 b,-7.784288923958335,-1.6519792752490705,1.3672911065633242,1.4671205,1.343,3.0,0,0,41.3,706.0,3291.0,0.34
GJ 504 b,-16.332106943905966,-5.684995785666354,2.8706270568944263,,,1271.3,0,0,,510.0,6234.0,
GJ 514 b,-6.9226942981773405,-2.8680461006645697,1.3715638325815183,140.43,,5.2,0,0,0.28,202.0,3728.0,0.5
GJ 536 b,-8.981314705870776,-5.239791314613953,-0.4816822328107563,8.708,,6.52,0,0,,,3674.0,0.51
GJ 581 b,-4.023586010191715,-4.770801205697625,-0.8463303635718183,5.366,,16.6,0,0,,,,0.29
GJ 625 b,-1.5146508531675216,-3.459619153982785,5.256424155497188,14.628,,2.82,0,0,,,3499.0,0.31
GJ 649 b,-2.4928383513184658,-9.011063536621222,4.508058013509951,600.1,,81.99973,0,0,,,3734.0,0.5
GJ 667 C b,-1.0558207461676585,-5.839382694301286,-4.154733298667511,7.20066,,5.68,0,0,,,,
GJ 674 b,-0.4234469188188874,-3.0792651309875425,-3.3214237973536385,4.6938,,11.09,0,0,,,3600.0,
GJ 676 A b,-1.2906138705383479,-9.862892336983535,-12.566973001731384,1051.44521,,1840.86213,0,0,,,,
GJ 680 b,-0.6889892342271926,-6.349707401276027,-7.26473266375298,17281.66514,,7977.49302,0,0,,,,
GJ 682 b,-0.3581725328610962,-3.5638935952052018,-3.498216674658562,17.478,,4.4,0,0,,,3028.0,
GJ 685 b,-0.7221437505914418,-6.752849556309056,12.602026484789592,24.16,,9.0,0,0,,,3816.0,0.54
GJ 687 b,-0.17253252296511612,-1.6707528318070342,4.227974322962247,38.14,,19.0698,0,0,,,3340.0,0.43
GJ 720 A b,1.666434235513478,-10.728074631818862,11.143034500657045,19.466,,13.64,0,0,,401.0,3837.0,0.56
GJ 724 b,2.9336815249566297,-16.24230699788081,-3.9267474755477,5.101284,,10.75,0,0,23.32,611.0,3799.0,0.52
GJ 740 b,2.7648524521244746,-10.691108409852573,1.1417244749767181,2.37756,,2.96,0,0,79.0,829.0,3913.0,0.56
GJ 806 b,5.666469376467123,-6.456890109689146,8.442136883926885,0.9263239,1.678,,0,0,303.55,1162.0,3573.0,0.43
GJ 832 b,2.613748286271206,-1.94175935611279,-3.7473539226316444,3853.0,,314.65012,0,0,,,,
GJ 849 b,7.775166198593522,-4.060786380143489,-0.7120483800205443,1925.31,,283.82077,0,0,,,3467.0,0.45
GJ 86 b,5.737756973806282,3.6726211968258133,-8.35918820305914,15.764,,1284.0332,0,0,,,,
GJ 876 b,4.340424488016877,-1.3002104136731745,-1.152120945430322,60.83,,804.076,0,0,,,3271.0,0.35
GJ 887 b,2.5925766034979265,-0.6240103374725914,-1.9269814876439522,9.262,,4.2,0,0,7.95,468.0,3688.0,0.47
GJ 896 A b,5.840791235815178,-0.7202595502059628,2.134651814315794,284.39,,718.2922,0,0,,,,
GJ 900 b,20.674816957368378,-2.2633048050998497,0.5829557346187593,,,3496.11248,0,0,,,,
GJ 9066 c,3.76984749828757,2.18168665052051,1.0091254622669819,771.36,,66.74397,0,0,,,3154.0,0.16
GJ 9404 b,-20.937714120069085,-1.775563697522983,11.353421519185233,13.4586,,11.9,0,0,,,,
GJ 96 b,6.50969325163718,4.654024637829971,8.850120942114915,73.94,,19.66,0,0,,,3785.0,
GJ 9689 b,16.427142047575717,-24.84910028019148,7.090415467640651,18.27,,9.65,0,0,,453.0,3836.0,0.57
GJ 9714 b,12.317436847816499,-12.140632569807284,-11.02869152324912,19240.75467,,2988.54051,0,0,,,,
GJ 9827 b,29.34827881671254,-4.243909694047265,-0.6653435242593,1.208957,1.75,,0,0,,1044.0,4255.0,0.65
GPX-1 b,286.98150082796474,227.207372264292,543.1946781222036,1.74428305,15.39,,0,0,7630.77,2384.0,8039.0,1.6
GQ Lup b,-66.36055855357412,-103.36863877999713,-88.10940554917016,,33.6,6356.0,0,0,,2650.0,,
GSC 06214-00210 b,-42.120151890239185,-92.32895808708584,-38.386277538937414,,,4258.7,0,0,,,,
