Planet Name,X,Y,Z,Orbital Period,Planet Radius,Planet Mass,Semi-Major Axis,Eccentricity,Insolation Flux,Equilibrium Temperature,Star Temperature,Star Radius
HD 175541 b,31.09255376893952,-125.4483659237467,9.63837103391206,297.29999,,228.8376,0,0,,,5036.0,4.47
HD 175607 b,4.288477073985356,-15.703714401598813,-36.89898936920794,29.01,,8.98,0,0,,,5392.0,0.7
HD 17674 b,28.162258031358952,26.049788612138954,22.405373301912057,623.8,,276.5121,0,0,,,5904.0,1.18
HD 176986 b,7.413041776964309,-26.242732869213203,-5.32288546355253,6.4898,,5.74,0,0,83.5,,4931.0,0.78
HD 177565 b,3.844658363325923,-12.800643715522792,-10.3719555989965,44.505,,15.1,0,0,,,,
HD 177830 b,15.878891566913982,-54.17394008419953,27.437046508685075,406.6,,473.547,0,0,,,4949.0,2.62
HD 178911 B b,10.008537870542154,-32.20653984405486,23.266501805325838,71.484,,2552.1749,0,0,,,5588.0,1.08
HD 179079 b,21.276771570145208,-66.30765871195794,-3.2094489013488507,14.476,,31.783,0,0,,,5730.0,1.7
HD 179949 b,8.109045984268525,-23.699406776990134,-11.246546800408225,3.0925,,301.93,0,0,,,,
HD 180053 b,35.47293458358463,-106.63037212400333,78.4373539949258,213.72,,697.31902,0,0,,,5131.0,4.06
HD 18015 b,88.93356588696902,83.99343169949084,-19.042370938806588,2278.0,,1010.6994,0,0,,,5603.0,3.13
HD 180314 b,33.33640302805327,-98.43475305987293,64.58902900023374,,,6451.7,0,0,,,,
HD 180617 b,1.9385994081931486,-5.558235429153256,0.5319073197077581,105.9,,12.2,0,0,,,3557.0,0.45
HD 180902 b,32.50945471026232,-90.18013937630027,-41.7974490311605,479.0,,495.8148,0,0,,,4992.0,3.78
HD 181234 b,16.114126407910334,-44.27351219738296,-7.736437517234198,7504.0,,2892.2385,0,0,,,5372.83,1.06
HD 181342 b,38.20996766042573,-103.47582286113257,-48.236348696815085,663.0,,1204.5757,0,0,,,5005.0,5.09
HD 18143 b,14.473920157217949,13.935390066003784,10.181091762714003,10.2851,,10.80617,0,0,,,,
HD 181433 b,3.895742595945736,-9.998573281228836,-24.641060212702513,9.3743,,7.5,0,0,,,4962.0,
HD 181720 b,17.88109587303954,-47.26799012974,-32.719984422887045,956.0,,127.132,0,0,,,5736.0,1.5
HD 183263 b,20.175103491183688,-49.679571707681134,7.87766299808487,634.23,,1172.74,0,0,,,5936.0,
HD 183579 b,13.135809726719925,-30.520633731989193,-46.639394265268635,17.471291,3.49,20.4,0,0,,752.0,5784.0,0.96
HD 184010 b,21.098797552627932,-50.0937831031334,27.239833272974508,286.6,,98.52681,0,0,,,4971.0,4.86
HD 18438 b,28.316432163956545,29.872518179131344,220.33438597536588,803.0,,6674.39655,0,0,,,3860.0,88.47
HD 185269 b,18.801773367824566,-41.64370192696615,24.807907548460406,6.83776,,321.0083,0,0,,,5923.0,2.0
HD 185283 b,7.446401090881976,-15.73637383619854,-26.125919587281857,4060.0,,413.17693,0,0,,,,
HD 18599 b,15.367449472465847,14.976588199773023,-32.04412062603105,4.1374354,2.6,24.1,0,0,,,5145.0,0.77
HD 187085 b,16.68988094272128,-32.20963822474149,-28.119971906797147,986.0,,238.36,0,0,,,6075.0,
HD 187123 b,17.058717514816802,-33.85434379104796,25.97551166516676,3.0966,,152.55,0,0,,,5790.0,1.15
HD 18742 b,107.45316929313313,107.61950256724502,-57.77774918634349,772.0,,858.1,0,0,,,5048.0,4.9
HD 188015 b,20.997610472750058,-39.45888065378084,23.866436607615675,456.46,,400.45,0,0,,,5745.0,
HD 188641 b,24.979154703181017,-44.3221207627076,-39.385456369331486,14583.81038,,9333.03117,0,0,,,,
HD 189567 b,3.5961030809305443,-5.892296436463748,-16.521374506564474,14.288,,8.5,0,0,,,5726.0,
HD 189733 b,9.165919635258307,-15.759935817687287,7.630080648483579,2.219,14.12,365.49,0,0,,,5050.0,0.76
HD 190007 b,6.479323783777677,-10.914319435357204,0.7377895214469732,11.72,,16.46,0,0,,,4610.0,0.79
HD 190228 b,28.234331895367287,-47.4506159572377,29.73857092835807,1143.59858,,1598.67689,0,0,,,,
HD 190360 b,7.128379826492261,-11.906293335113483,7.9779212629287395,2889.0,,460.8535,0,0,,,,
HD 190647 b,23.378829521808967,-37.659481072322286,-31.66368111880855,1038.09998,,616.5902,0,0,,,5640.0,1.45
HD 190984 b,34.47936149057419,-53.34191272476592,-133.88502883842455,9970.0,,1137.8257,0,0,,,5988.0,
HD 191806 b,21.510015328919426,-33.93524726195848,51.94080145761509,1606.3,,2707.9116,0,0,,,6010.0,
HD 191939 b,11.176319350967969,-17.868062677153056,49.29235621412826,8.880403,3.42,,0,0,,812.0,5427.0,0.94
HD 192263 b,10.83628116145404,-16.37240215834553,-0.2966933860381556,24.4,,247.9,0,0,,486.0,,
HD 192310 b,4.362208587064897,-6.509190066581879,-3.998312483654706,74.062,,14.33406,0,0,,,5181.11,0.86
HD 192699 b,40.0825031510252,-59.36921960095708,5.739020509755106,351.5,,794.5,0,0,,,5220.0,3.9
HD 194490 b,29.94911768836037,-39.746695575585456,-62.93559977088067,13092.18348,,3561.90296,0,0,,,,
HD 195019 b,21.503099154695544,-28.45361381373804,12.119997743068579,18.20132,,1264.9634,0,0,,,5751.0,1.48
HD 196050 b,15.794014089188712,-19.184367668933138,-44.16314868455035,1378.0,,1010.6994,0,0,,,5879.0,1.42
HD 196067 b,6.550249079943366,-7.686612093410534,-38.636543694747544,3609.0,,3972.85509,0,0,,,,
HD 19615 b,48.5460652594904,55.417277183562824,254.71430851520975,402.0,,2701.54146,0,0,,,4263.0,32.3
HD 196885 A b,21.526482043396115,-25.684781287648477,6.666094034815838,1325.8575,,947.1334,0,0,,,6172.0,1.43
HD 197037 b,15.757434271511846,-18.854392860008286,22.317780499401202,1035.7,,251.0,0,0,,,6150.0,
HD 199509 b,2.4792745132958527,-2.2842409347421073,-24.070679936382565,99.62167,,43.22466,0,0,,,,
HD 19994 b,15.01150215718469,16.786101740845613,-0.470294557505594,535.7,,533.9544,0,0,,,6217.0,
HD 20003 b,8.678127947312985,9.276572688831564,-39.8562172444763,11.8482,,11.66,0,0,,,5494.0,
HD 200964 b,52.68514746953833,-49.70630471769987,4.815185174442046,613.79999,,721.4741,0,0,,,5079.0,4.69
HD 202206 c,32.30456812230577,-28.339800983471683,-16.315320435055018,1260.0,,5689.157,0,0,,,5766.0,1.04
HD 202696 b,126.92638022654614,-109.46316933856583,86.35451740900815,517.8,,634.38868,0,0,,,5040.0,6.43
HD 202772 A b,110.11601208508688,-93.38653171519783,-72.35346281058942,3.3088922,24.986,,0,0,17074.7,3184.0,6188.0,2.62
HD 203030 b,26.869507101058048,-22.752172554392455,17.34803396040433,,14.46,3496.11248,0,0,,1040.0,,
HD 20329 b,40.08346739974393,46.40131508025065,17.1850241837761,0.926118,1.72,7.42,0,0,3474.0,2141.0,5596.0,1.13
HD 203387 b,45.64469043753772,-37.543988324922324,-17.882662855666904,512.5352,,1106.04286,0,0,,,,
HD 2039 b,46.844035522443626,4.993868156878419,-71.58107820956427,1183.0,,1557.3,0,0,,,,
HD 204313 b,35.01120587710064,-27.303544071281085,-17.69311093134513,1931.0,,1287.16,0,0,,,5767.0,
HD 204941 b,21.443973396478544,-16.102538818633466,-10.271398191849187,1733.0,,73.1009,0,0,,,5026.0,0.78
HD 205158 b,35.324669244329186,-25.741609253053404,-74.77868298286523,25.33798,,124.58874,0,0,,,,
HD 205739 b,64.07878942725397,-45.64770818186069,-48.66266596654292,279.8,,435.41,0,0,,,6176.0,1.33
HD 206255 b,39.82163738384608,-27.274839798826783,-57.71326665254538,96.045,,34.2,0,0,,,5635.0,
HD 206610 b,120.80036384083297,-81.93025340717945,-18.978686375978157,673.2,,647.10188,0,0,,,4842.0,6.12
HD 206893 b,33.08459302787244,-22.02991920876045,-9.018391360189575,9350.0,14.011,8899.1954,0,0,,1429.0,,
HD 207496 b,4.421901467013881,-2.686637821253324,-23.031977783799455,6.441008,2.25,6.1,0,0,72.9,743.0,4819.0,0.77
HD 20781 b,20.259188740269707,24.155924629939417,-17.320663645161392,5.3135,,1.93,0,0,,,5256.0,
HD 20782 b,20.252799605463593,24.15057299999311,-17.366488328759438,591.90002,,619.7685,0,0,,,5790.0,1.11
HD 207832 b,44.980758687144174,-27.941677914562014,-25.85793514683221,161.97,,177.9848,0,0,,,5710.0,0.9
HD 207897 b,2.2939614647040214,-1.594247071947466,28.155554256878695,16.20166,2.343,14.8,0,0,,582.0,5106.0,0.78
HD 20794 b,2.818887979886638,3.3593920852059513,-4.098990498050249,18.315,,2.7,0,0,,660.0,5401.0,
HD 208487 b,30.69907654425316,-18.203690763641223,-27.648579546005763,130.0,,143.02,0,0,,,5929.0,
HD 208527 b,249.6921175827335,-149.43799701346265,113.10269788848862,875.5,,3146.4,0,0,,,4035.0,51.1
HD 20868 b,25.416296940234695,30.48330020124774,-26.499022170193854,380.85,,632.46,0,0,,,4795.0,0.79
HD 208897 b,55.11448366734985,-32.143023610775074,21.994133014933382,352.7,,444.962,0,0,,,4860.0,4.98
HD 209458 b,39.89211865452849,-22.29950035237379,15.633160775975568,,16.264,203.4,0,0,,,6092.0,1.2
HD 210193 b,28.128499781539677,-14.708267240509157,-27.81257167598292,649.918,,153.1,0,0,,,5790.0,
HD 210277 b,18.706845326820343,-9.7901763278434,-2.798658185301428,437.0,,406.81,0,0,,,5570.0,
HD 210702 b,46.39427450666339,-23.675932125600614,14.975328533101262,355.5,,481.51004,0,0,,,4912.0,4.54
HD 211403 b,39.20886573419964,-19.279710319018292,70.67688068571111,223.8,,1760.76937,0,0,3.44,380.0,6273.0,1.21
HD 211810 b,28.16967066800572,-13.418943793508804,56.604978650404504,1558.0,,212.9461,0,0,,,5652.0,1.13
HD 211970 b,6.930422686678356,-3.1487163013673083,-10.69538846080299,25.201,,13.0,0,0,,,4127.0,
HD 212301 b,10.609308193081922,-4.5295445637783045,-52.98926391137125,2.245715,,143.017,0,0,,,6256.0,
HD 212771 b,97.53612031253053,-41.87979522614922,-32.98821018478237,373.29999,,1172.7927,0,0,,,5069.0,4.55
HD 213240 b,24.600164216426435,-10.063878837592348,-31.04777579404221,951.0,,1430.235,0,0,,,5975.0,
HD 213472 b,45.19644126401379,-18.529964051597577,42.048456173860316,17000.0,,1112.39942,0,0,,,5729.54,1.43
HD 213519 b,26.769852727060204,-10.939410761085828,29.065771607369154,11.12214,,9.21702,0,0,,,,
HD 213885 b,22.536349443042262,-8.658243399340783,-41.5888491294104,1.0082361,1.72,,0,0,1882.94,1835.0,5795.29,1.13
HD 21411 b,15.591111285880979,19.63404264178207,-14.837171369636401,84.288,,65.9,0,0,,,5605.0,
HD 214823 b,81.00996986764164,-29.35205865502395,53.39768589326532,1877.0,,6102.336,0,0,,,6215.0,
HD 215152 b,20.273570544158947,-7.044893869735501,-2.408213967896908,5.75999,,1.819,0,0,,,4935.0,0.73
HD 21520 b,35.589415622250876,44.96767781734645,-54.63706353183719,25.1292,2.697,17.7,0,0,,637.0,5871.0,1.04
HD 215497 b,21.185719215900622,-7.0259088981851505,-33.85033080635138,3.93404,,6.6,0,0,,,5113.0,
HD 216435 b,20.904828034859545,-6.228237695501106,-24.740693110769747,1391.0,,400.45,0,0,,,5943.0,
HD 216437 b,8.729213724176448,-2.558561652341194,-25.092257093948696,1334.28,,706.53609,0,0,,,5909.0,1.39
HD 216520 b,2.039882270026318,-0.6676478078113722,19.43383211641896,35.466,,10.36121,0,0,,,5160.01,0.78
HD 216536 b,257.0831850370986,-77.29220916293131,263.6008737900817,148.6,,467.19,0,0,,,4639.0,12.5
HD 216770 b,31.491638024496265,-9.045028697055844,-16.450018135355876,118.45,,206.5895,0,0,,,,
HD 21693 b,10.798337204343529,13.72423343072898,-28.300818987445428,22.6786,,8.23,0,0,,,5430.0,
HD 217107 b,19.32140315450369,-5.334801557936637,-0.8385130223029693,7.12682,,413.179,0,0,,,5622.0,1.11
HD 217786 b,53.78401875540758,-13.625622124404584,-0.41675212165164804,1302.1,,9185.24096,0,0,,,5966.0,
HD 217958 b,54.06436276634092,-13.342955033554738,-26.790273759930596,2560.19774,,166.54209,0,0,,,,
HD 218566 b,28.09994218726143,-6.333926616437,-1.1373712894900414,225.17,,62.93002,0,0,,,4942.85,0.83
HD 219077 b,13.118268784921481,-2.661327534361435,-25.935965468850476,5513.0,,4258.922,0,0,,,5364.0,
HD 219134 b,3.4678469796361933,-0.7158086331035237,5.488091028718693,3.0935,1.606,4.33612,0,0,,,4699.0,0.78
HD 219139 b,100.86651084266796,-20.777572780000963,20.139356613300986,275.5,,247.90616,0,0,,,4831.0,11.22
HD 219415 b,88.86766392447605,-17.71822646456897,138.10994394161713,2093.3,,317.83,0,0,,,4820.0,2.9
HD 219666 b,50.57057181085416,-9.318604980799043,-78.8931404974163,6.0344667,4.44,,0,0,64.26,788.0,5586.0,1.05
HD 219828 b,68.15896183772007,-12.393092308217652,23.375717748215052,3.8335,,19.0698,0,0,,,5869.0,1.56
HD 220074 b,150.22243358128006,-26.32614118388202,286.4722784830746,672.09998,,5288.6912,0,0,,,3787.0,54.92
HD 220197 b,60.868778763041135,-10.191736497557786,18.43630114909986,1728.0,,63.566,0,0,,,5683.0,0.98
HD 220689 b,43.390321657112494,-6.50739153134176,-16.50642222863986,2209.0,,336.89,0,0,,,5921.0,1.07
HD 220773 b,49.40285030602881,-7.282428680959867,7.590455864889917,3724.7,,460.8,0,0,,,5940.0,
HD 220842 b,34.94345605533046,-5.126717476883013,54.15042277638663,218.47,,1010.6994,0,0,,,5960.0,
HD 221287 b,29.2309304513901,-3.6739517416345238,-47.53365015603299,456.1,,982.05,0,0,,,6304.0,
HD 221416 b,88.05948169839849,-10.760574566444411,-35.4854244852645,14.2767,9.17,60.5,0,0,,,5080.0,2.94
HD 221420 b,6.755083420203153,-0.7897272997072917,-30.389771322407043,22482.0,,3082.951,0,0,,,5830.0,
HD 221585 b,25.04580785310738,-2.973506935177553,49.8345184359363,1173.0,,511.7063,0,0,,,5620.0,
HD 222076 b,29.68656988051087,-2.8417680357065565,-86.1373738722094,871.0,,495.8148,0,0,,,4806.0,4.1
HD 222155 b,33.05163375263337,-3.1810189189996865,38.191884553642446,3999.0,,673.7996,0,0,,,5701.0,1.85
HD 222237 b,3.385773297353494,-0.3017038025278673,-10.930555045580634,14892.0,,1649.52943,0,0,,,4751.0,0.71
HD 222582 b,41.797385172534014,-3.315893755396239,-4.396702776144607,572.537,,2504.48785,0,0,,,5746.66,1.15
HD 224538 b,37.61871652024978,-0.18618507525790798,-69.53709513005873,1201.0,,3655.02668,0,0,,,6097.0,
HD 224693 b,86.42901004274293,-0.0377363603340146,-35.67289308772907,26.6904,,222.481,0,0,,,5894.0,1.93
HD 22496 b,5.334741548425777,7.277411216226174,-10.16957019551196,5.09071,,5.57,0,0,26.0,573.0,4385.0,0.67
HD 22532 b,61.90712298066502,84.63136563692588,-122.41323279648233,872.6,,673.79622,0,0,,,5038.0,5.69
HD 22781 b,15.8070904193363,22.74897824757006,17.19306757755901,528.07,,4338.2,0,0,,,5027.0,
HD 22946 d,26.555202757484835,37.67166554825169,-42.62504866823658,47.42489,2.607,26.57,0,0,18.56,546.0,6169.0,1.12
HD 23079 b,11.592743005250913,16.51206777177408,-26.692158030488017,626.0,,794.5,0,0,,,,
HD 23127 b,26.954680927975062,38.280336912212476,-81.34442735804686,1214.0,,521.2412,0,0,,,5773.0,1.64
HD 231701 b,40.82471795559991,-96.094824775336,30.876013088531888,141.6,,343.24,0,0,,,6208.0,1.35
HD 233604 b,-370.60299953977295,340.1487506479167,681.5126554428645,192.0,,2089.644,0,0,,,4791.0,10.9
HD 233832 b,-37.05267739359728,5.524568101182625,45.246003240743825,2058.0,,565.7374,0,0,,,4981.0,0.68
HD 23472 b,10.127806044950976,14.713499768680588,-34.70736855601258,17.667087,2.0,8.32,0,0,16.0,543.0,4684.0,0.71
HD 235088 b,12.507731535386409,-21.13640597674399,33.04281008910957,7.4341393,2.045,,0,0,70.0,805.0,5037.0,0.79
HD 23596 b,21.52543273781075,33.148615673782636,33.79367141347382,1561.0,,2870.0049,0,0,,,6040.0,1.53
HD 238090 b,-8.837383071370361,-0.4768578688756127,12.401237042438467,13.671,,6.89,0,0,8.1,470.0,3933.0,0.57
HD 238914 b,44.215275425998286,-261.8552446809216,446.4383726295241,4100.0,,1906.98,0,0,,,4769.0,12.73
HD 240210 b,197.95447588884082,-43.44371753040663,312.42943668565,501.75,,1655.82,0,0,,,4297.0,
HD 240237 b,484.8184305699784,-94.88972805181882,791.9214942271202,745.70001,,5050.3187,0,0,,,3926.0,71.23
HD 24040 b,23.83103100835217,37.54620678078681,14.000446393360312,3498.0,,1296.7464,0,0,,,,
HD 24064 b,42.230187436474296,70.70426815569283,288.7313262232696,535.6,,2987.602,0,0,,,4052.5,38.0
HD 24085 b,10.417972607322426,15.595336066807096,-51.59753152890577,2.0455,,11.8,0,0,,,6034.0,
HD 25015 b,17.85749051150242,30.2357567264855,-12.966824468943344,6360.0,,2993.94359,0,0,,,5160.0,
HD 25171 b,12.035683332155335,19.997109177993053,-50.48011177098863,1845.0,,301.926,0,0,,,6160.0,1.18
HD 25463 b,22.003897973798598,39.28811068400147,7.299580840727225,7.0491045,2.357,,0,0,242.15,1098.0,6337.87,1.43
HD 25723 b,54.12032766737042,98.01744719436236,-25.4221170376671,457.01,,794.57102,0,0,,,4766.0,13.76
HD 25912 b,14.740260732040975,26.491180001541988,-38.70720197698812,41.83156,,38.13941,0,0,,,,
HD 260655 b,-1.5401378187725274,9.413773674593136,3.0197468358661834,2.7694936,1.273,,0,0,21.88,602.0,3807.0,0.47
HD 26161 b,16.128578877782715,30.867165792640154,21.46961162091216,10942.29013,,9045.39646,0,0,,,,
HD 2638 b,54.21641343817444,7.1367672438803975,-5.520824541462356,3.4442,,152.55,0,0,,,5192.0,
HD 2685 b,46.227820507575224,5.945634678698676,-191.25466776888575,4.1269046,17.095,,0,0,1436.49,1715.0,6888.0,1.59
HD 27442 b,4.071056141793691,8.391666907235944,-15.710313318593139,415.2,,429.0705,0,0,,,,
HD 27631 b,15.83891801306548,33.872804403866326,-33.622369167457606,2170.0,,495.81231,0,0,,,5737.0,
HD 27894 b,9.354865174043022,20.24352769576477,-37.722687894240536,18.01939,,196.73578,0,0,,,,
HD 27969 b,19.67556701257702,45.701164733591575,46.25084778214035,654.5,,1525.57635,0,0,0.76,261.0,5966.0,1.27
HD 28109 b,21.80805714778608,47.279950937990954,-129.53858963158456,22.8909855,2.559,,0,0,98.75,804.0,6321.0,1.41
HD 28185 b,15.36937043974162,35.53361190795465,-7.211113774643921,385.9,,1776.59,0,0,,,5546.0,
HD 28192 b,19.689140387598556,45.72481546085765,-1.498840070837675,14.23283,,99.79812,0,0,,,,
HD 28254 b,14.148787861095906,32.096001870011506,-42.73716930941873,1116.0,,368.67,0,0,,,5664.0,1.48
HD 284149 AB b,52.445960534646886,97.24688597528929,40.87729982162893,,,8352.53054,0,0,,2395.0,6035.0,1.36
HD 285507 b,20.550641720213715,38.25567234707965,11.90850606290716,6.0881,,311.4734,0,0,,,4503.0,0.69
HD 285968 b,2.9551937956823653,8.45544559393658,3.075986449976486,8.7752,,9.05811,0,0,,,3703.49,0.48
HD 28678 b,71.35479881333248,175.33984068496608,15.148644126771009,380.2,,490.09386,0,0,,,4972.0,6.48
HD 29021 b,5.323721186619613,14.21483611616523,27.022551029236713,1362.3,,762.792,0,0,,,5560.0,0.85
HD 290327 b,8.976593214060598,55.66931440219966,-2.243144502328658,2443.0,,807.25,0,0,,,5552.0,1.0
HD 29399 b,7.426541794347483,18.748074574470436,-39.277698761089674,892.7,,498.9906,0,0,,,4845.0,4.5
HD 2952 b,62.655727939016565,9.133598994454555,90.07501171157534,311.60001,,435.4271,0,0,,,4844.0,10.76
HD 29985 b,8.652590198769117,24.46354646802925,-17.450623357024767,20608.14049,,1739.47487,0,0,,,,
HD 30177 b,9.838146342489935,27.74681377778255,-47.150889902681676,2514.53422,,2670.7121,0,0,,,,
HD 30562 b,7.978051231585176,24.778795593777808,-2.586869064715057,1157.0,,410.0007,0,0,,,5861.0,1.64
HD 30669 b,15.68436371991965,48.61731295397818,-27.643356149285022,1684.0,,149.37,0,0,,,5400.0,0.91
HD 30856 b,35.78914495355628,114.02550389387717,-54.1340850688431,847.0,,491.68301,0,0,,,4895.0,4.4
HD 31253 b,15.958124598111821,54.50997063193862,12.437959617892623,468.7,,141.75147,0,0,,,6014.94,1.83
HD 31527 b,9.791090772847193,33.94341716771358,-15.17148146182283,16.5535,,10.47,0,0,,,5898.0,
HD 3167 b,46.60420054745595,7.164869902855863,3.6121700704225455,0.959622,1.6,,0,0,,,5438.0,0.83
HD 32518 b,9.265682927979753,41.46505365753467,114.48523778223948,157.35,,905.49313,0,0,,,4580.0,10.22
HD 32963 b,7.6877462598844435,33.25166295971359,16.88802077856502,2368.0,,657.9048,0,0,,,5727.0,
HD 330075 b,-15.697110485963432,-24.550079094452713,-34.6826279289441,3.38773,,197.05,0,0,,990.0,5017.0,
HD 331093 b,18.457615704728255,-38.4895217417197,26.40436157967573,621.62,,476.74261,0,0,,,5544.0,
HD 33142 b,26.698122224847214,114.7107132961719,-29.335186206168377,326.60001,,476.745,0,0,,,5009.0,3.97
HD 332231 b,40.124983230247636,-53.751216625967544,44.809336686126656,18.7118184,10.577,,0,0,162.94,995.0,6125.0,1.27
HD 33283 b,18.03752992156499,78.15706178215254,-40.513629425163074,18.179,,104.88,0,0,,,5995.0,1.2
HD 33564 b,0.636830110292652,3.862633060098777,20.58414226689217,388.0,,2892.1,0,0,,,6250.0,
HD 33844 b,20.98540456828111,100.02027412793281,-27.29018870361179,,,548.4,0,0,,,,5.51
HD 34445 b,8.392457754853968,44.934689351474084,5.898556790394784,1049.0,,260.6206,0,0,,,5879.0,1.38
HD 35759 b,3.8221685328046995,30.636779581767218,64.20470445267269,82.467,,1195.0408,0,0,,,6060.0,
HD 360 b,110.14960659230911,3.986840316146934,-17.111020888686888,273.1,,238.37131,0,0,,,4770.0,10.86
HD 36384 b,4.771834573338547,53.80673978658116,202.21850021534587,490.0,,2097.66749,0,0,,,3940.0,38.4
HD 3651 b,10.22406781306221,1.7731198044822565,4.035038100546034,62.206,,72.1,0,0,,,5274.92,0.87
HD 37124 b,2.961796726863467,29.465190512571535,11.207194464566282,154.46,,193.87,0,0,,,,
HD 37605 b,4.048912048079879,46.34847808837671,4.938837421719551,55.01292,,854.9627,0,0,,,5329.0,0.91
HD 3765 b,13.478229360021077,2.426888971587489,11.566720331980573,1211.0,,54.98431,0,0,,,5049.8,0.83
HD 38283 b,1.068326631247455,10.629161787143724,-36.53159427347363,363.20001,,127.132,0,0,,,5981.0,1.49
HD 38529 b,2.478028269183277,42.272436878064354,0.8630357624068974,14.32,,244.7291,0,0,,,5370.0,2.82
HD 38801 b,4.740683973431056,90.34643273658511,-13.243449144681158,687.14,,3178.3,0,0,,,5207.0,2.41
HD 39091 b,0.3006374481432222,3.011615759619484,-18.017768887439573,2091.2,,3070.2378,0,0,,,5870.0,1.1
HD 39194 b,0.6058198153222919,8.953429733332841,-24.841918806155743,5.6368,,4.0,0,0,,,5205.0,
HD 39855 b,0.5250514732317603,21.891606519524863,-7.842501702566187,3.2498,,8.5,0,0,,,5576.0,
HD 40307 b,0.1672531384078934,6.46134535667415,-11.205842237845314,4.3123,,4.0,0,0,,910.0,4867.44,0.72
HD 40956 b,-1.5120190074628428,52.085582429015595,104.30116754164976,578.6,,858.141,0,0,,,4869.0,8.56
HD 40979 b,-0.4794687662803939,24.4087439814061,23.790660433084504,264.15,,1274.44,0,0,,,6089.0,
HD 41004 A b,0.01850863911252512,24.43702522351624,-27.369205535133993,963.0,,807.25,0,0,,,,
HD 41004 B b,0.02096395683894168,27.673369957740707,-30.993868681636503,1.328199,,5924.1,0,0,,,,
HD 4113 b,32.418845399810124,6.18583901316072,-25.769688859908047,526.62,,495.79,0,0,,,5688.0,
HD 42012 b,-1.320886904225495,30.430331215129097,20.648787918030088,857.5,,508.528,0,0,,,5405.0,0.82
HD 4203 b,74.8065247072655,14.774414175256677,28.43103176547153,431.88,,708.7609,0,0,,,5596.0,1.42
HD 4208 b,30.023429509416218,5.897194147418241,-15.265185926505163,828.0,,255.5,0,0,,,5600.0,
HD 42618 b,-1.2660804458447674,24.132326295216902,2.8738527321058283,149.61,,14.4,0,0,3.16,337.0,5727.0,1.0
HD 42813 b,-3.5193894967740573,65.88126772380095,-17.245907476119044,13.63080241,3.549,,0,0,60.16,710.0,6114.0,1.01
HD 4308 b,8.904583033064005,1.7575447258700423,-20.057788691274894,15.56,,14.0475,0,0,,,5685.0,
HD 4313 b,132.35978958714324,26.732003259408618,18.605294036540744,356.21,,612.45841,0,0,,,4943.0,5.14
HD 43197 b,-3.2081682798282163,54.01039330426238,-31.108567258027076,327.8,,190.69,0,0,,,5508.0,1.0
HD 43691 b,-5.504499253070286,64.27822529391874,56.26299247149206,36.96,,791.36,0,0,,,6200.0,
HD 44219 b,-4.584658048903073,51.778348088471596,-9.845465241099483,472.0,,184.34048,0,0,,,,
HD 45184 b,-2.0720461592328427,19.129416317963933,-10.569533872788506,5.8858,,11.91857,0,0,,,5820.13,1.08
HD 45350 b,-4.561798880521507,36.159962075696455,29.474622754971218,890.76,,311.46,0,0,,,5616.0,
HD 45364 b,-3.2711395389253073,29.114361981555312,-17.94020313496606,226.93,,59.4953,0,0,,,5434.0,
HD 45652 b,-4.35180865699053,33.943584447838774,6.610833764010429,44.073,,137.62039,0,0,,,5294.0,0.94
HD 457 b,42.29035991982792,1.6610695289701922,-35.18369952295153,20324.58153,,8445.33643,0,0,,,,
HD 46375 b,-4.248333534367325,29.110325903091848,2.813269700286432,3.023495,,72.01992,0,0,,,5264.38,0.91
HD 47186 b,-5.21272039973162,32.7758522877521,-17.367436990116797,4.0845,,22.78,0,0,,,,
HD 4732 b,48.845204066426554,10.657575801558622,-22.402226017813046,371.74,,631.20722,0,0,,,4898.0,5.03
HD 47366 b,-13.453387794511054,81.08949269071994,-18.95521825387873,359.15,,731.009,0,0,,,4914.0,6.2
HD 47536 b,-16.99638930984672,102.12522416305019,-65.5487043050805,434.9,,1271.32,0,0,,,,
HD 4760 b,522.0120699068046,114.9262045965743,60.02274983403979,434.0,,4417.837,0,0,,,4076.0,42.4
HD 48265 b,-10.41730439977413,59.03507314469533,-67.85767824648084,780.3,,467.2101,0,0,,,5650.0,2.05
HD 48948 b,-1.809241869875547,8.16783622930922,14.68905897862327,7.34013,,4.88,0,0,138.85,957.0,4593.0,0.68
HD 4917 b,194.16976255180214,44.02969895259514,-45.701002721172415,400.5,,513.29545,0,0,,,4802.0,5.01
HD 49674 b,-7.253794670883063,31.729368908305425,28.161367217578942,4.94737,,33.4,0,0,,,5662.0,
HD 50499 b,-8.645604790897854,37.42416421807746,-25.82518907245356,2483.7,,460.8535,0,0,,,6099.0,1.42
HD 50554 b,-6.719860498789934,27.611475469087576,12.798218089123875,1224.0,,1420.0,0,0,,,5929.0,
HD 51608 b,-4.735810557225068,19.40689262838566,-28.80657346798446,14.0726,,12.77,0,0,,,5358.0,
HD 52265 b,-7.763012939774441,28.821710562342382,-2.80410742437881,118.96,,359.0,0,0,,,,
HD 5278 b,6.125422294143762,1.3632212061306241,-57.24165429843518,14.339169,,,0,0,,,6203.0,1.19
HD 5319 b,117.91166702021678,28.865473404889855,1.6724983184205682,641.0,,559.36,0,0,,,4958.0,3.85
HD 55696 b,-19.00417810996054,58.273506529070126,-48.189743656314654,1827.0,,1230.0021,0,0,,,6012.0,1.52
